"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","14.06.2021 02:00 - 14.06.2021 03:00 (CET/CEST)","362","n/e","n/e","n/e","2455","0","n/e","n/e","n/e","n/e","0","129","361","0","n/e","n/e","29","n/e","0","n/e","1","565"
"Portugal (PT)","14.06.2021 03:00 - 14.06.2021 04:00 (CET/CEST)","356","n/e","n/e","n/e","2489","0","n/e","n/e","n/e","n/e","0","144","353","0","n/e","n/e","27","n/e","0","n/e","1","625"
"Portugal (PT)","14.06.2021 04:00 - 14.06.2021 05:00 (CET/CEST)","359","n/e","n/e","n/e","2495","0","n/e","n/e","n/e","n/e","0","337","551","20","n/e","n/e","29","n/e","0","n/e","2","621"
"Portugal (PT)","14.06.2021 05:00 - 14.06.2021 06:00 (CET/CEST)","363","n/e","n/e","n/e","2676","0","n/e","n/e","n/e","n/e","0","80","527","23","n/e","n/e","28","n/e","0","n/e","2","611"
"Portugal (PT)","14.06.2021 06:00 - 14.06.2021 07:00 (CET/CEST)","357","n/e","n/e","n/e","2670","0","n/e","n/e","n/e","n/e","0","8","685","309","n/e","n/e","28","n/e","0","n/e","0","537"
"Portugal (PT)","14.06.2021 07:00 - 14.06.2021 08:00 (CET/CEST)","356","n/e","n/e","n/e","2633","0","n/e","n/e","n/e","n/e","0","9","1749","178","n/e","n/e","28","n/e","14","n/e","0","500"
"Portugal (PT)","14.06.2021 08:00 - 14.06.2021 09:00 (CET/CEST)","354","n/e","n/e","n/e","2841","0","n/e","n/e","n/e","n/e","268","7","1733","524","n/e","n/e","29","n/e","102","n/e","0","572"
"Portugal (PT)","14.06.2021 09:00 - 14.06.2021 10:00 (CET/CEST)","350","n/e","n/e","n/e","2819","0","n/e","n/e","n/e","n/e","771","3","1615","649","n/e","n/e","29","n/e","272","n/e","0","407"
"Portugal (PT)","14.06.2021 10:00 - 14.06.2021 11:00 (CET/CEST)","354","n/e","n/e","n/e","2866","0","n/e","n/e","n/e","n/e","620","2","1661","557","n/e","n/e","27","n/e","453","n/e","0","215"
"Portugal (PT)","14.06.2021 11:00 - 14.06.2021 12:00 (CET/CEST)","354","n/e","n/e","n/e","2823","0","n/e","n/e","n/e","n/e","337","2","1485","474","n/e","n/e","29","n/e","593","n/e","0","112"
"Portugal (PT)","14.06.2021 12:00 - 14.06.2021 13:00 (CET/CEST)","354","n/e","n/e","n/e","2804","0","n/e","n/e","n/e","n/e","676","2","1631","590","n/e","n/e","31","n/e","677","n/e","0","107"
"Portugal (PT)","14.06.2021 13:00 - 14.06.2021 14:00 (CET/CEST)","352","n/e","n/e","n/e","2810","0","n/e","n/e","n/e","n/e","696","2","1628","381","n/e","n/e","31","n/e","696","n/e","0","99"
"Portugal (PT)","14.06.2021 14:00 - 14.06.2021 15:00 (CET/CEST)","358","n/e","n/e","n/e","2850","0","n/e","n/e","n/e","n/e","354","2","1664","320","n/e","n/e","32","n/e","689","n/e","0","98"
"Portugal (PT)","14.06.2021 15:00 - 14.06.2021 16:00 (CET/CEST)","358","n/e","n/e","n/e","2856","0","n/e","n/e","n/e","n/e","112","3","1500","324","n/e","n/e","31","n/e","659","n/e","1","113"
"Portugal (PT)","14.06.2021 16:00 - 14.06.2021 17:00 (CET/CEST)","361","n/e","n/e","n/e","2891","0","n/e","n/e","n/e","n/e","312","3","1443","335","n/e","n/e","31","n/e","631","n/e","2","189"
"Portugal (PT)","14.06.2021 17:00 - 14.06.2021 18:00 (CET/CEST)","366","n/e","n/e","n/e","2879","0","n/e","n/e","n/e","n/e","425","2","1337","335","n/e","n/e","32","n/e","567","n/e","3","359"
"Portugal (PT)","14.06.2021 18:00 - 14.06.2021 19:00 (CET/CEST)","367","n/e","n/e","n/e","2921","0","n/e","n/e","n/e","n/e","689","2","1441","782","n/e","n/e","31","n/e","463","n/e","3","572"
"Portugal (PT)","14.06.2021 19:00 - 14.06.2021 20:00 (CET/CEST)","366","n/e","n/e","n/e","2973","0","n/e","n/e","n/e","n/e","1067","2","1421","1015","n/e","n/e","31","n/e","305","n/e","7","619"
"Portugal (PT)","14.06.2021 20:00 - 14.06.2021 21:00 (CET/CEST)","366","n/e","n/e","n/e","3219","0","n/e","n/e","n/e","n/e","1147","2","1469","1023","n/e","n/e","31","n/e","123","n/e","6","647"
"Portugal (PT)","14.06.2021 21:00 - 14.06.2021 22:00 (CET/CEST)","370","n/e","n/e","n/e","3135","0","n/e","n/e","n/e","n/e","1146","1","1476","1103","n/e","n/e","30","n/e","19","n/e","5","739"
"Portugal (PT)","14.06.2021 22:00 - 14.06.2021 23:00 (CET/CEST)","370","n/e","n/e","n/e","3174","0","n/e","n/e","n/e","n/e","1028","2","1473","829","n/e","n/e","31","n/e","0","n/e","4","857"
"Portugal (PT)","14.06.2021 23:00 - 15.06.2021 00:00 (CET/CEST)","367","n/e","n/e","n/e","3040","0","n/e","n/e","n/e","n/e","501","3","1169","423","n/e","n/e","31","n/e","0","n/e","2","708"
"Portugal (PT)","15.06.2021 00:00 - 15.06.2021 01:00 (CET/CEST)","370","n/e","n/e","n/e","3161","0","n/e","n/e","n/e","n/e","136","3","762","356","n/e","n/e","30","n/e","0","n/e","2","849"
"Portugal (PT)","15.06.2021 01:00 - 15.06.2021 02:00 (CET/CEST)","372","n/e","n/e","n/e","3059","0","n/e","n/e","n/e","n/e","0","4","347","328","n/e","n/e","31","n/e","0","n/e","2","1056"
"Portugal (PT)","15.06.2021 02:00 - 15.06.2021 03:00 (CET/CEST)","374","n/e","n/e","n/e","3063","0","n/e","n/e","n/e","n/e","13","4","279","359","n/e","n/e","30","n/e","0","n/e","2","1100"
"Portugal (PT)","15.06.2021 03:00 - 15.06.2021 04:00 (CET/CEST)","375","n/e","n/e","n/e","2979","47","n/e","n/e","n/e","n/e","212","3","240","505","n/e","n/e","31","n/e","0","n/e","0","1037"
"Portugal (PT)","15.06.2021 04:00 - 15.06.2021 05:00 (CET/CEST)","373","n/e","n/e","n/e","2955","120","n/e","n/e","n/e","n/e","0","4","92","210","n/e","n/e","30","n/e","0","n/e","0","1237"
"Portugal (PT)","15.06.2021 05:00 - 15.06.2021 06:00 (CET/CEST)","363","n/e","n/e","n/e","2970","198","n/e","n/e","n/e","n/e","0","34","73","99","n/e","n/e","30","n/e","0","n/e","0","1460"
"Portugal (PT)","15.06.2021 06:00 - 15.06.2021 07:00 (CET/CEST)","363","n/e","n/e","n/e","3054","258","n/e","n/e","n/e","n/e","3","4","109","174","n/e","n/e","30","n/e","0","n/e","0","1533"
"Portugal (PT)","15.06.2021 07:00 - 15.06.2021 08:00 (CET/CEST)","368","n/e","n/e","n/e","3070","276","n/e","n/e","n/e","n/e","389","2","317","419","n/e","n/e","31","n/e","11","n/e","0","1493"
"Portugal (PT)","15.06.2021 08:00 - 15.06.2021 09:00 (CET/CEST)","367","n/e","n/e","n/e","3164","287","n/e","n/e","n/e","n/e","481","2","575","578","n/e","n/e","32","n/e","93","n/e","0","1402"
"Portugal (PT)","15.06.2021 09:00 - 15.06.2021 10:00 (CET/CEST)","376","n/e","n/e","n/e","3154","263","n/e","n/e","n/e","n/e","675","2","876","714","n/e","n/e","31","n/e","214","n/e","0","1229"
"Portugal (PT)","15.06.2021 10:00 - 15.06.2021 11:00 (CET/CEST)","376","n/e","n/e","n/e","3174","284","n/e","n/e","n/e","n/e","449","2","833","585","n/e","n/e","31","n/e","369","n/e","0","802"
"Portugal (PT)","15.06.2021 11:00 - 15.06.2021 12:00 (CET/CEST)","384","n/e","n/e","n/e","3148","289","n/e","n/e","n/e","n/e","636","2","1012","610","n/e","n/e","31","n/e","490","n/e","0","460"
"Portugal (PT)","15.06.2021 12:00 - 15.06.2021 13:00 (CET/CEST)","380","n/e","n/e","n/e","3123","289","n/e","n/e","n/e","n/e","854","2","1143","724","n/e","n/e","30","n/e","585","n/e","0","280"
"Portugal (PT)","15.06.2021 13:00 - 15.06.2021 14:00 (CET/CEST)","382","n/e","n/e","n/e","3103","287","n/e","n/e","n/e","n/e","863","2","1130","713","n/e","n/e","31","n/e","618","n/e","0","179"
"Portugal (PT)","15.06.2021 14:00 - 15.06.2021 15:00 (CET/CEST)","383","n/e","n/e","n/e","3112","287","n/e","n/e","n/e","n/e","393","2","1578","423","n/e","n/e","31","n/e","603","n/e","0","126"
"Portugal (PT)","15.06.2021 15:00 - 15.06.2021 16:00 (CET/CEST)","383","n/e","n/e","n/e","3052","234","n/e","n/e","n/e","n/e","124","3","1635","368","n/e","n/e","31","n/e","565","n/e","1","142"
"Portugal (PT)","15.06.2021 16:00 - 15.06.2021 17:00 (CET/CEST)","384","n/e","n/e","n/e","3227","241","n/e","n/e","n/e","n/e","0","4","1102","326","n/e","n/e","31","n/e","565","n/e","2","273"
"Portugal (PT)","15.06.2021 17:00 - 15.06.2021 18:00 (CET/CEST)","382","n/e","n/e","n/e","3321","266","n/e","n/e","n/e","n/e","21","4","1209","451","n/e","n/e","30","n/e","502","n/e","3","406"
"Portugal (PT)","15.06.2021 18:00 - 15.06.2021 19:00 (CET/CEST)","370","n/e","n/e","n/e","3374","260","n/e","n/e","n/e","n/e","540","3","1189","487","n/e","n/e","30","n/e","363","n/e","3","705"
"Portugal (PT)","15.06.2021 19:00 - 15.06.2021 20:00 (CET/CEST)","361","n/e","n/e","n/e","3332","289","n/e","n/e","n/e","n/e","753","2","1719","574","n/e","n/e","30","n/e","231","n/e","6","1335"
"Portugal (PT)","15.06.2021 20:00 - 15.06.2021 21:00 (CET/CEST)","365","n/e","n/e","n/e","3304","287","n/e","n/e","n/e","n/e","702","2","1650","736","n/e","n/e","29","n/e","84","n/e","9","1502"
"Portugal (PT)","15.06.2021 21:00 - 15.06.2021 22:00 (CET/CEST)","366","n/e","n/e","n/e","3351","291","n/e","n/e","n/e","n/e","550","2","1737","749","n/e","n/e","29","n/e","11","n/e","3","1692"
"Portugal (PT)","15.06.2021 22:00 - 15.06.2021 23:00 (CET/CEST)","376","n/e","n/e","n/e","3444","291","n/e","n/e","n/e","n/e","122","3","1371","451","n/e","n/e","29","n/e","0","n/e","1","1974"
"Portugal (PT)","15.06.2021 23:00 - 16.06.2021 00:00 (CET/CEST)","383","n/e","n/e","n/e","3407","256","n/e","n/e","n/e","n/e","1","167","1137","407","n/e","n/e","30","n/e","0","n/e","3","1511"
"Portugal (PT)","16.06.2021 00:00 - 16.06.2021 01:00 (CET/CEST)","394","n/e","n/e","n/e","3359","262","n/e","n/e","n/e","n/e","324","3","897","654","n/e","n/e","30","n/e","0","n/e","5","1048"
"Portugal (PT)","16.06.2021 01:00 - 16.06.2021 02:00 (CET/CEST)","386","n/e","n/e","n/e","3225","235","n/e","n/e","n/e","n/e","310","3","599","675","n/e","n/e","30","n/e","0","n/e","6","882"
"Portugal (PT)","16.06.2021 02:00 - 16.06.2021 03:00 (CET/CEST)","383","n/e","n/e","n/e","3270","207","n/e","n/e","n/e","n/e","33","4","89","273","n/e","n/e","31","n/e","0","n/e","2","1496"
"Portugal (PT)","16.06.2021 03:00 - 16.06.2021 04:00 (CET/CEST)","384","n/e","n/e","n/e","3064","205","n/e","n/e","n/e","n/e","0","3","56","93","n/e","n/e","30","n/e","0","n/e","0","1991"
"Portugal (PT)","16.06.2021 04:00 - 16.06.2021 05:00 (CET/CEST)","389","n/e","n/e","n/e","3040","204","n/e","n/e","n/e","n/e","0","4","57","93","n/e","n/e","30","n/e","0","n/e","0","2142"
"Portugal (PT)","16.06.2021 05:00 - 16.06.2021 06:00 (CET/CEST)","394","n/e","n/e","n/e","3056","228","n/e","n/e","n/e","n/e","105","3","196","353","n/e","n/e","31","n/e","0","n/e","0","1690"
"Portugal (PT)","16.06.2021 06:00 - 16.06.2021 07:00 (CET/CEST)","396","n/e","n/e","n/e","3042","232","n/e","n/e","n/e","n/e","108","4","470","648","n/e","n/e","30","n/e","0","n/e","0","1273"
"Portugal (PT)","16.06.2021 07:00 - 16.06.2021 08:00 (CET/CEST)","399","n/e","n/e","n/e","3245","262","n/e","n/e","n/e","n/e","1","4","745","214","n/e","n/e","31","n/e","5","n/e","3","1458"
"Portugal (PT)","16.06.2021 08:00 - 16.06.2021 09:00 (CET/CEST)","396","n/e","n/e","n/e","3572","290","n/e","n/e","n/e","n/e","20","3","1263","529","n/e","n/e","32","n/e","46","n/e","1","1371"
"Portugal (PT)","16.06.2021 09:00 - 16.06.2021 10:00 (CET/CEST)","396","n/e","n/e","n/e","3602","272","n/e","n/e","n/e","n/e","83","3","1310","715","n/e","n/e","32","n/e","113","n/e","2","835"
"Portugal (PT)","16.06.2021 10:00 - 16.06.2021 11:00 (CET/CEST)","398","n/e","n/e","n/e","3558","324","n/e","n/e","n/e","n/e","109","4","963","712","n/e","n/e","29","n/e","201","n/e","22","427"
"Portugal (PT)","16.06.2021 11:00 - 16.06.2021 12:00 (CET/CEST)","398","n/e","n/e","n/e","3573","423","n/e","n/e","n/e","n/e","58","4","1142","672","n/e","n/e","26","n/e","279","n/e","20","303"
"Portugal (PT)","16.06.2021 12:00 - 16.06.2021 13:00 (CET/CEST)","403","n/e","n/e","n/e","3571","399","n/e","n/e","n/e","n/e","0","3","913","386","n/e","n/e","29","n/e","401","n/e","18","275"
"Portugal (PT)","16.06.2021 13:00 - 16.06.2021 14:00 (CET/CEST)","404","n/e","n/e","n/e","3519","422","n/e","n/e","n/e","n/e","0","4","663","187","n/e","n/e","29","n/e","479","n/e","11","265"
"Portugal (PT)","16.06.2021 14:00 - 16.06.2021 15:00 (CET/CEST)","403","n/e","n/e","n/e","3515","422","n/e","n/e","n/e","n/e","0","3","447","184","n/e","n/e","29","n/e","479","n/e","6","317"
"Portugal (PT)","16.06.2021 15:00 - 16.06.2021 16:00 (CET/CEST)","398","n/e","n/e","n/e","3451","418","n/e","n/e","n/e","n/e","0","4","277","114","n/e","n/e","31","n/e","473","n/e","4","381"
"Portugal (PT)","16.06.2021 16:00 - 16.06.2021 17:00 (CET/CEST)","393","n/e","n/e","n/e","3260","337","n/e","n/e","n/e","n/e","4","4","242","229","n/e","n/e","31","n/e","472","n/e","2","323"
"Portugal (PT)","16.06.2021 17:00 - 16.06.2021 18:00 (CET/CEST)","397","n/e","n/e","n/e","3559","331","n/e","n/e","n/e","n/e","108","4","439","973","n/e","n/e","30","n/e","453","n/e","1","264"
"Portugal (PT)","16.06.2021 18:00 - 16.06.2021 19:00 (CET/CEST)","400","n/e","n/e","n/e","3515","373","n/e","n/e","n/e","n/e","400","3","790","1014","n/e","n/e","30","n/e","357","n/e","0","236"
"Portugal (PT)","16.06.2021 19:00 - 16.06.2021 20:00 (CET/CEST)","398","n/e","n/e","n/e","3550","348","n/e","n/e","n/e","n/e","338","3","783","1066","n/e","n/e","30","n/e","241","n/e","0","224"
"Portugal (PT)","16.06.2021 20:00 - 16.06.2021 21:00 (CET/CEST)","398","n/e","n/e","n/e","3518","331","n/e","n/e","n/e","n/e","652","3","1289","1000","n/e","n/e","29","n/e","95","n/e","0","250"
"Portugal (PT)","16.06.2021 21:00 - 16.06.2021 22:00 (CET/CEST)","400","n/e","n/e","n/e","3530","348","n/e","n/e","n/e","n/e","139","4","1175","572","n/e","n/e","28","n/e","16","n/e","0","236"
"Portugal (PT)","16.06.2021 22:00 - 16.06.2021 23:00 (CET/CEST)","404","n/e","n/e","n/e","3518","293","n/e","n/e","n/e","n/e","114","4","1193","494","n/e","n/e","27","n/e","0","n/e","0","241"
"Portugal (PT)","16.06.2021 23:00 - 17.06.2021 00:00 (CET/CEST)","406","n/e","n/e","n/e","3401","316","n/e","n/e","n/e","n/e","0","4","642","316","n/e","n/e","29","n/e","0","n/e","0","232"
"Portugal (PT)","17.06.2021 00:00 - 17.06.2021 01:00 (CET/CEST)","401","n/e","n/e","n/e","3495","298","n/e","n/e","n/e","n/e","0","3","755","700","n/e","n/e","29","n/e","0","n/e","2","241"
"Portugal (PT)","17.06.2021 01:00 - 17.06.2021 02:00 (CET/CEST)","406","n/e","n/e","n/e","3404","212","n/e","n/e","n/e","n/e","0","5","558","332","n/e","n/e","29","n/e","0","n/e","1","193"
"Portugal (PT)","17.06.2021 02:00 - 17.06.2021 03:00 (CET/CEST)","396","n/e","n/e","n/e","3363","203","n/e","n/e","n/e","n/e","0","5","335","261","n/e","n/e","29","n/e","0","n/e","1","137"
"Portugal (PT)","17.06.2021 03:00 - 17.06.2021 04:00 (CET/CEST)","394","n/e","n/e","n/e","3373","203","n/e","n/e","n/e","n/e","0","5","330","171","n/e","n/e","29","n/e","0","n/e","0","73"
"Portugal (PT)","17.06.2021 04:00 - 17.06.2021 05:00 (CET/CEST)","392","n/e","n/e","n/e","3405","205","n/e","n/e","n/e","n/e","0","5","392","68","n/e","n/e","29","n/e","0","n/e","0","51"
"Portugal (PT)","17.06.2021 05:00 - 17.06.2021 06:00 (CET/CEST)","394","n/e","n/e","n/e","3391","206","n/e","n/e","n/e","n/e","2","5","519","175","n/e","n/e","30","n/e","0","n/e","0","46"
"Portugal (PT)","17.06.2021 06:00 - 17.06.2021 07:00 (CET/CEST)","394","n/e","n/e","n/e","3434","232","n/e","n/e","n/e","n/e","58","5","554","458","n/e","n/e","31","n/e","0","n/e","0","87"
"Portugal (PT)","17.06.2021 07:00 - 17.06.2021 08:00 (CET/CEST)","395","n/e","n/e","n/e","3421","250","n/e","n/e","n/e","n/e","67","5","872","436","n/e","n/e","32","n/e","6","n/e","0","109"
"Portugal (PT)","17.06.2021 08:00 - 17.06.2021 09:00 (CET/CEST)","391","n/e","n/e","n/e","3617","276","n/e","n/e","n/e","n/e","376","3","1028","920","n/e","n/e","32","n/e","55","n/e","0","109"
"Portugal (PT)","17.06.2021 09:00 - 17.06.2021 10:00 (CET/CEST)","384","n/e","n/e","n/e","3607","387","n/e","n/e","n/e","n/e","302","3","1221","639","n/e","n/e","32","n/e","105","n/e","2","114"
"Portugal (PT)","17.06.2021 10:00 - 17.06.2021 11:00 (CET/CEST)","379","n/e","n/e","n/e","3579","420","n/e","n/e","n/e","n/e","2","4","1114","118","n/e","n/e","32","n/e","130","n/e","8","180"
"Portugal (PT)","17.06.2021 11:00 - 17.06.2021 12:00 (CET/CEST)","380","n/e","n/e","n/e","3553","422","n/e","n/e","n/e","n/e","0","4","938","78","n/e","n/e","31","n/e","147","n/e","13","289"
"Portugal (PT)","17.06.2021 12:00 - 17.06.2021 13:00 (CET/CEST)","385","n/e","n/e","n/e","3554","423","n/e","n/e","n/e","n/e","0","3","892","78","n/e","n/e","32","n/e","213","n/e","19","459"
"Portugal (PT)","17.06.2021 13:00 - 17.06.2021 14:00 (CET/CEST)","384","n/e","n/e","n/e","3485","339","n/e","n/e","n/e","n/e","0","3","738","76","n/e","n/e","32","n/e","289","n/e","22","661"
"Portugal (PT)","17.06.2021 14:00 - 17.06.2021 15:00 (CET/CEST)","380","n/e","n/e","n/e","3310","200","n/e","n/e","n/e","n/e","0","3","277","67","n/e","n/e","31","n/e","344","n/e","25","739"
"Portugal (PT)","17.06.2021 15:00 - 17.06.2021 16:00 (CET/CEST)","380","n/e","n/e","n/e","3168","200","n/e","n/e","n/e","n/e","0","4","257","67","n/e","n/e","31","n/e","343","n/e","25","888"
"Portugal (PT)","17.06.2021 16:00 - 17.06.2021 17:00 (CET/CEST)","382","n/e","n/e","n/e","3097","202","n/e","n/e","n/e","n/e","0","35","193","72","n/e","n/e","31","n/e","354","n/e","25","1024"
"Portugal (PT)","17.06.2021 17:00 - 17.06.2021 18:00 (CET/CEST)","377","n/e","n/e","n/e","3427","216","n/e","n/e","n/e","n/e","0","33","186","72","n/e","n/e","31","n/e","320","n/e","25","1174"
"Portugal (PT)","17.06.2021 18:00 - 17.06.2021 19:00 (CET/CEST)","378","n/e","n/e","n/e","3466","260","n/e","n/e","n/e","n/e","1","4","685","327","n/e","n/e","32","n/e","295","n/e","25","1255"
"Portugal (PT)","17.06.2021 19:00 - 17.06.2021 20:00 (CET/CEST)","381","n/e","n/e","n/e","3486","290","n/e","n/e","n/e","n/e","60","4","1013","843","n/e","n/e","32","n/e","202","n/e","25","1262"
"Portugal (PT)","17.06.2021 20:00 - 17.06.2021 21:00 (CET/CEST)","383","n/e","n/e","n/e","3432","290","n/e","n/e","n/e","n/e","533","3","1374","964","n/e","n/e","32","n/e","89","n/e","25","1264"
"Portugal (PT)","17.06.2021 21:00 - 17.06.2021 22:00 (CET/CEST)","387","n/e","n/e","n/e","3449","291","n/e","n/e","n/e","n/e","434","3","1482","656","n/e","n/e","32","n/e","13","n/e","25","1198"
"Portugal (PT)","17.06.2021 22:00 - 17.06.2021 23:00 (CET/CEST)","386","n/e","n/e","n/e","3455","291","n/e","n/e","n/e","n/e","6","4","1261","360","n/e","n/e","32","n/e","0","n/e","25","1015"
"Portugal (PT)","17.06.2021 23:00 - 18.06.2021 00:00 (CET/CEST)","384","n/e","n/e","n/e","3168","245","n/e","n/e","n/e","n/e","0","66","874","159","n/e","n/e","32","n/e","0","n/e","25","881"
"Portugal (PT)","18.06.2021 00:00 - 18.06.2021 01:00 (CET/CEST)","383","n/e","n/e","n/e","3486","225","n/e","n/e","n/e","n/e","0","6","740","86","n/e","n/e","32","n/e","0","n/e","25","854"
"Portugal (PT)","18.06.2021 01:00 - 18.06.2021 02:00 (CET/CEST)","384","n/e","n/e","n/e","3296","138","n/e","n/e","n/e","n/e","0","3","564","67","n/e","n/e","31","n/e","0","n/e","25","709"
"Portugal (PT)","18.06.2021 02:00 - 18.06.2021 03:00 (CET/CEST)","386","n/e","n/e","n/e","3290","103","n/e","n/e","n/e","n/e","0","4","380","67","n/e","n/e","31","n/e","0","n/e","25","566"
"Portugal (PT)","18.06.2021 03:00 - 18.06.2021 04:00 (CET/CEST)","387","n/e","n/e","n/e","3435","118","n/e","n/e","n/e","n/e","0","3","350","67","n/e","n/e","31","n/e","0","n/e","25","390"
"Portugal (PT)","18.06.2021 04:00 - 18.06.2021 05:00 (CET/CEST)","392","n/e","n/e","n/e","3335","107","n/e","n/e","n/e","n/e","0","3","270","67","n/e","n/e","32","n/e","0","n/e","25","333"
"Portugal (PT)","18.06.2021 05:00 - 18.06.2021 06:00 (CET/CEST)","393","n/e","n/e","n/e","3353","107","n/e","n/e","n/e","n/e","0","3","346","134","n/e","n/e","32","n/e","0","n/e","25","292"
"Portugal (PT)","18.06.2021 06:00 - 18.06.2021 07:00 (CET/CEST)","391","n/e","n/e","n/e","3360","106","n/e","n/e","n/e","n/e","30","3","630","292","n/e","n/e","32","n/e","0","n/e","25","351"
"Portugal (PT)","18.06.2021 07:00 - 18.06.2021 08:00 (CET/CEST)","389","n/e","n/e","n/e","3393","106","n/e","n/e","n/e","n/e","725","2","1074","812","n/e","n/e","32","n/e","7","n/e","25","348"
"Portugal (PT)","18.06.2021 08:00 - 18.06.2021 09:00 (CET/CEST)","384","n/e","n/e","n/e","3519","102","n/e","n/e","n/e","n/e","1084","1","1320","991","n/e","n/e","31","n/e","61","n/e","25","349"
"Portugal (PT)","18.06.2021 09:00 - 18.06.2021 10:00 (CET/CEST)","385","n/e","n/e","n/e","3552","127","n/e","n/e","n/e","n/e","218","3","1521","683","n/e","n/e","32","n/e","146","n/e","25","311"
"Portugal (PT)","18.06.2021 10:00 - 18.06.2021 11:00 (CET/CEST)","389","n/e","n/e","n/e","3539","198","n/e","n/e","n/e","n/e","1","3","1378","273","n/e","n/e","31","n/e","222","n/e","25","303"
"Portugal (PT)","18.06.2021 11:00 - 18.06.2021 12:00 (CET/CEST)","389","n/e","n/e","n/e","3474","189","n/e","n/e","n/e","n/e","0","3","1340","223","n/e","n/e","32","n/e","329","n/e","25","344"
"Portugal (PT)","18.06.2021 12:00 - 18.06.2021 13:00 (CET/CEST)","387","n/e","n/e","n/e","3490","84","n/e","n/e","n/e","n/e","0","3","1348","206","n/e","n/e","32","n/e","449","n/e","25","455"
"Portugal (PT)","18.06.2021 13:00 - 18.06.2021 14:00 (CET/CEST)","387","n/e","n/e","n/e","3506","0","n/e","n/e","n/e","n/e","0","3","1078","67","n/e","n/e","31","n/e","518","n/e","25","498"
"Portugal (PT)","18.06.2021 14:00 - 18.06.2021 15:00 (CET/CEST)","391","n/e","n/e","n/e","3344","0","n/e","n/e","n/e","n/e","0","4","690","64","n/e","n/e","32","n/e","546","n/e","25","440"
"Portugal (PT)","18.06.2021 15:00 - 18.06.2021 16:00 (CET/CEST)","394","n/e","n/e","n/e","3307","0","n/e","n/e","n/e","n/e","0","3","226","68","n/e","n/e","31","n/e","554","n/e","17","361"
"Portugal (PT)","18.06.2021 16:00 - 18.06.2021 17:00 (CET/CEST)","393","n/e","n/e","n/e","3180","0","n/e","n/e","n/e","n/e","0","4","201","68","n/e","n/e","31","n/e","539","n/e","3","372"
"Portugal (PT)","18.06.2021 17:00 - 18.06.2021 18:00 (CET/CEST)","392","n/e","n/e","n/e","3306","0","n/e","n/e","n/e","n/e","0","59","132","70","n/e","n/e","31","n/e","477","n/e","5","449"
"Portugal (PT)","18.06.2021 18:00 - 18.06.2021 19:00 (CET/CEST)","379","n/e","n/e","n/e","3426","0","n/e","n/e","n/e","n/e","0","4","499","214","n/e","n/e","32","n/e","315","n/e","13","669"
"Portugal (PT)","18.06.2021 19:00 - 18.06.2021 20:00 (CET/CEST)","380","n/e","n/e","n/e","3510","0","n/e","n/e","n/e","n/e","0","4","783","786","n/e","n/e","32","n/e","200","n/e","24","785"
"Portugal (PT)","18.06.2021 20:00 - 18.06.2021 21:00 (CET/CEST)","374","n/e","n/e","n/e","3466","0","n/e","n/e","n/e","n/e","0","4","933","387","n/e","n/e","31","n/e","92","n/e","20","887"
"Portugal (PT)","18.06.2021 21:00 - 18.06.2021 22:00 (CET/CEST)","366","n/e","n/e","n/e","3475","0","n/e","n/e","n/e","n/e","0","3","801","266","n/e","n/e","31","n/e","14","n/e","25","986"
"Portugal (PT)","18.06.2021 22:00 - 18.06.2021 23:00 (CET/CEST)","367","n/e","n/e","n/e","3500","0","n/e","n/e","n/e","n/e","0","4","961","179","n/e","n/e","31","n/e","0","n/e","25","839"
"Portugal (PT)","18.06.2021 23:00 - 19.06.2021 00:00 (CET/CEST)","391","n/e","n/e","n/e","3463","0","n/e","n/e","n/e","n/e","0","137","712","181","n/e","n/e","31","n/e","0","n/e","25","911"
"Portugal (PT)","19.06.2021 00:00 - 19.06.2021 01:00 (CET/CEST)","403","n/e","n/e","n/e","3229","0","n/e","n/e","n/e","n/e","0","104","643","139","n/e","n/e","31","n/e","0","n/e","21","700"
"Portugal (PT)","19.06.2021 01:00 - 19.06.2021 02:00 (CET/CEST)","401","n/e","n/e","n/e","2362","0","n/e","n/e","n/e","n/e","0","4","707","163","n/e","n/e","31","n/e","0","n/e","15","615"
