"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","23.04.2021 23:00 - 24.04.2021 00:00 (CET/CEST)","417","n/e","n/e","n/e","1383","0","n/e","n/e","n/e","n/e","0","224","778","6","n/e","n/e","30","n/e","0","n/e","0","2562"
"Portugal (PT)","24.04.2021 00:00 - 24.04.2021 01:00 (CET/CEST)","422","n/e","n/e","n/e","900","0","n/e","n/e","n/e","n/e","0","306","870","6","n/e","n/e","29","n/e","0","n/e","0","2552"
"Portugal (PT)","24.04.2021 01:00 - 24.04.2021 02:00 (CET/CEST)","422","n/e","n/e","n/e","426","0","n/e","n/e","n/e","n/e","0","738","486","6","n/e","n/e","30","n/e","0","n/e","0","2540"
"Portugal (PT)","24.04.2021 02:00 - 24.04.2021 03:00 (CET/CEST)","427","n/e","n/e","n/e","418","0","n/e","n/e","n/e","n/e","0","554","462","7","n/e","n/e","30","n/e","0","n/e","0","2363"
"Portugal (PT)","24.04.2021 03:00 - 24.04.2021 04:00 (CET/CEST)","415","n/e","n/e","n/e","411","0","n/e","n/e","n/e","n/e","0","1215","388","7","n/e","n/e","29","n/e","0","n/e","0","2229"
"Portugal (PT)","24.04.2021 04:00 - 24.04.2021 05:00 (CET/CEST)","420","n/e","n/e","n/e","409","0","n/e","n/e","n/e","n/e","0","1286","241","7","n/e","n/e","28","n/e","0","n/e","0","2128"
"Portugal (PT)","24.04.2021 05:00 - 24.04.2021 06:00 (CET/CEST)","419","n/e","n/e","n/e","401","0","n/e","n/e","n/e","n/e","0","1182","223","75","n/e","n/e","27","n/e","0","n/e","0","2142"
"Portugal (PT)","24.04.2021 06:00 - 24.04.2021 07:00 (CET/CEST)","417","n/e","n/e","n/e","402","0","n/e","n/e","n/e","n/e","0","131","364","7","n/e","n/e","26","n/e","0","n/e","0","2318"
"Portugal (PT)","24.04.2021 07:00 - 24.04.2021 08:00 (CET/CEST)","418","n/e","n/e","n/e","404","0","n/e","n/e","n/e","n/e","0","314","457","6","n/e","n/e","28","n/e","0","n/e","0","2638"
"Portugal (PT)","24.04.2021 08:00 - 24.04.2021 09:00 (CET/CEST)","421","n/e","n/e","n/e","411","0","n/e","n/e","n/e","n/e","0","357","525","6","n/e","n/e","28","n/e","37","n/e","0","2806"
"Portugal (PT)","24.04.2021 09:00 - 24.04.2021 10:00 (CET/CEST)","426","n/e","n/e","n/e","416","0","n/e","n/e","n/e","n/e","0","587","545","16","n/e","n/e","28","n/e","131","n/e","0","2782"
"Portugal (PT)","24.04.2021 10:00 - 24.04.2021 11:00 (CET/CEST)","427","n/e","n/e","n/e","533","0","n/e","n/e","n/e","n/e","0","399","506","44","n/e","n/e","29","n/e","213","n/e","0","2819"
"Portugal (PT)","24.04.2021 11:00 - 24.04.2021 12:00 (CET/CEST)","431","n/e","n/e","n/e","542","0","n/e","n/e","n/e","n/e","0","857","396","6","n/e","n/e","29","n/e","343","n/e","0","2712"
"Portugal (PT)","24.04.2021 12:00 - 24.04.2021 13:00 (CET/CEST)","429","n/e","n/e","n/e","545","0","n/e","n/e","n/e","n/e","0","850","443","6","n/e","n/e","28","n/e","403","n/e","0","2504"
"Portugal (PT)","24.04.2021 13:00 - 24.04.2021 14:00 (CET/CEST)","427","n/e","n/e","n/e","543","0","n/e","n/e","n/e","n/e","0","545","460","6","n/e","n/e","28","n/e","393","n/e","0","2374"
"Portugal (PT)","24.04.2021 14:00 - 24.04.2021 15:00 (CET/CEST)","425","n/e","n/e","n/e","535","0","n/e","n/e","n/e","n/e","0","729","474","6","n/e","n/e","28","n/e","425","n/e","0","2407"
"Portugal (PT)","24.04.2021 15:00 - 24.04.2021 16:00 (CET/CEST)","424","n/e","n/e","n/e","424","0","n/e","n/e","n/e","n/e","0","1485","463","6","n/e","n/e","29","n/e","416","n/e","0","2529"
"Portugal (PT)","24.04.2021 16:00 - 24.04.2021 17:00 (CET/CEST)","423","n/e","n/e","n/e","419","0","n/e","n/e","n/e","n/e","0","1124","411","6","n/e","n/e","28","n/e","375","n/e","0","2487"
"Portugal (PT)","24.04.2021 17:00 - 24.04.2021 18:00 (CET/CEST)","423","n/e","n/e","n/e","416","0","n/e","n/e","n/e","n/e","0","1174","450","6","n/e","n/e","28","n/e","285","n/e","0","2466"
"Portugal (PT)","24.04.2021 18:00 - 24.04.2021 19:00 (CET/CEST)","417","n/e","n/e","n/e","418","0","n/e","n/e","n/e","n/e","0","1157","487","8","n/e","n/e","27","n/e","254","n/e","0","2277"
"Portugal (PT)","24.04.2021 19:00 - 24.04.2021 20:00 (CET/CEST)","420","n/e","n/e","n/e","415","0","n/e","n/e","n/e","n/e","0","619","711","133","n/e","n/e","27","n/e","154","n/e","0","2089"
"Portugal (PT)","24.04.2021 20:00 - 24.04.2021 21:00 (CET/CEST)","415","n/e","n/e","n/e","423","0","n/e","n/e","n/e","n/e","0","366","1360","111","n/e","n/e","26","n/e","39","n/e","0","1928"
"Portugal (PT)","24.04.2021 21:00 - 24.04.2021 22:00 (CET/CEST)","418","n/e","n/e","n/e","477","0","n/e","n/e","n/e","n/e","202","10","1493","133","n/e","n/e","27","n/e","1","n/e","0","1959"
"Portugal (PT)","24.04.2021 22:00 - 24.04.2021 23:00 (CET/CEST)","416","n/e","n/e","n/e","535","0","n/e","n/e","n/e","n/e","112","277","1430","70","n/e","n/e","27","n/e","0","n/e","0","2118"
"Portugal (PT)","24.04.2021 23:00 - 25.04.2021 00:00 (CET/CEST)","411","n/e","n/e","n/e","563","0","n/e","n/e","n/e","n/e","9","1072","957","39","n/e","n/e","22","n/e","0","n/e","0","2092"
"Portugal (PT)","25.04.2021 00:00 - 25.04.2021 01:00 (CET/CEST)","413","n/e","n/e","n/e","659","0","n/e","n/e","n/e","n/e","0","531","980","8","n/e","n/e","21","n/e","0","n/e","0","1888"
"Portugal (PT)","25.04.2021 01:00 - 25.04.2021 02:00 (CET/CEST)","414","n/e","n/e","n/e","700","0","n/e","n/e","n/e","n/e","0","673","659","8","n/e","n/e","22","n/e","0","n/e","0","1733"
"Portugal (PT)","25.04.2021 02:00 - 25.04.2021 03:00 (CET/CEST)","417","n/e","n/e","n/e","704","0","n/e","n/e","n/e","n/e","0","240","347","7","n/e","n/e","22","n/e","0","n/e","0","1481"
"Portugal (PT)","25.04.2021 03:00 - 25.04.2021 04:00 (CET/CEST)","413","n/e","n/e","n/e","727","0","n/e","n/e","n/e","n/e","0","15","353","7","n/e","n/e","22","n/e","0","n/e","0","1222"
"Portugal (PT)","25.04.2021 04:00 - 25.04.2021 05:00 (CET/CEST)","410","n/e","n/e","n/e","720","0","n/e","n/e","n/e","n/e","0","128","282","7","n/e","n/e","21","n/e","0","n/e","0","1025"
"Portugal (PT)","25.04.2021 05:00 - 25.04.2021 06:00 (CET/CEST)","410","n/e","n/e","n/e","706","0","n/e","n/e","n/e","n/e","0","148","365","7","n/e","n/e","22","n/e","0","n/e","0","1031"
"Portugal (PT)","25.04.2021 06:00 - 25.04.2021 07:00 (CET/CEST)","408","n/e","n/e","n/e","702","0","n/e","n/e","n/e","n/e","0","548","388","7","n/e","n/e","22","n/e","0","n/e","0","1040"
"Portugal (PT)","25.04.2021 07:00 - 25.04.2021 08:00 (CET/CEST)","408","n/e","n/e","n/e","638","0","n/e","n/e","n/e","n/e","0","653","294","6","n/e","n/e","22","n/e","1","n/e","0","1182"
"Portugal (PT)","25.04.2021 08:00 - 25.04.2021 09:00 (CET/CEST)","410","n/e","n/e","n/e","646","0","n/e","n/e","n/e","n/e","0","921","335","6","n/e","n/e","22","n/e","35","n/e","0","1280"
"Portugal (PT)","25.04.2021 09:00 - 25.04.2021 10:00 (CET/CEST)","416","n/e","n/e","n/e","650","0","n/e","n/e","n/e","n/e","0","665","466","15","n/e","n/e","23","n/e","158","n/e","0","1379"
"Portugal (PT)","25.04.2021 10:00 - 25.04.2021 11:00 (CET/CEST)","415","n/e","n/e","n/e","739","0","n/e","n/e","n/e","n/e","0","26","756","15","n/e","n/e","23","n/e","251","n/e","0","1218"
"Portugal (PT)","25.04.2021 11:00 - 25.04.2021 12:00 (CET/CEST)","415","n/e","n/e","n/e","698","0","n/e","n/e","n/e","n/e","0","5","844","6","n/e","n/e","22","n/e","366","n/e","0","1064"
"Portugal (PT)","25.04.2021 12:00 - 25.04.2021 13:00 (CET/CEST)","410","n/e","n/e","n/e","655","0","n/e","n/e","n/e","n/e","46","326","816","44","n/e","n/e","22","n/e","389","n/e","0","1067"
"Portugal (PT)","25.04.2021 13:00 - 25.04.2021 14:00 (CET/CEST)","414","n/e","n/e","n/e","703","0","n/e","n/e","n/e","n/e","212","336","708","222","n/e","n/e","21","n/e","432","n/e","0","799"
"Portugal (PT)","25.04.2021 14:00 - 25.04.2021 15:00 (CET/CEST)","407","n/e","n/e","n/e","687","0","n/e","n/e","n/e","n/e","36","413","392","176","n/e","n/e","21","n/e","407","n/e","0","525"
"Portugal (PT)","25.04.2021 15:00 - 25.04.2021 16:00 (CET/CEST)","392","n/e","n/e","n/e","631","0","n/e","n/e","n/e","n/e","0","820","196","15","n/e","n/e","21","n/e","370","n/e","0","454"
"Portugal (PT)","25.04.2021 16:00 - 25.04.2021 17:00 (CET/CEST)","398","n/e","n/e","n/e","622","0","n/e","n/e","n/e","n/e","0","1012","194","10","n/e","n/e","22","n/e","355","n/e","0","526"
"Portugal (PT)","25.04.2021 17:00 - 25.04.2021 18:00 (CET/CEST)","403","n/e","n/e","n/e","639","0","n/e","n/e","n/e","n/e","0","1155","188","10","n/e","n/e","21","n/e","341","n/e","0","487"
"Portugal (PT)","25.04.2021 18:00 - 25.04.2021 19:00 (CET/CEST)","398","n/e","n/e","n/e","739","0","n/e","n/e","n/e","n/e","2","654","552","13","n/e","n/e","21","n/e","301","n/e","0","427"
"Portugal (PT)","25.04.2021 19:00 - 25.04.2021 20:00 (CET/CEST)","403","n/e","n/e","n/e","903","0","n/e","n/e","n/e","n/e","102","32","894","44","n/e","n/e","22","n/e","148","n/e","0","546"
"Portugal (PT)","25.04.2021 20:00 - 25.04.2021 21:00 (CET/CEST)","404","n/e","n/e","n/e","989","0","n/e","n/e","n/e","n/e","25","59","1083","87","n/e","n/e","22","n/e","49","n/e","0","562"
"Portugal (PT)","25.04.2021 21:00 - 25.04.2021 22:00 (CET/CEST)","406","n/e","n/e","n/e","1148","0","n/e","n/e","n/e","n/e","845","2","1683","410","n/e","n/e","22","n/e","1","n/e","0","418"
"Portugal (PT)","25.04.2021 22:00 - 25.04.2021 23:00 (CET/CEST)","409","n/e","n/e","n/e","1172","0","n/e","n/e","n/e","n/e","69","3","1602","159","n/e","n/e","22","n/e","0","n/e","0","503"
"Portugal (PT)","25.04.2021 23:00 - 26.04.2021 00:00 (CET/CEST)","406","n/e","n/e","n/e","1116","0","n/e","n/e","n/e","n/e","0","312","1221","72","n/e","n/e","23","n/e","0","n/e","0","693"
"Portugal (PT)","26.04.2021 00:00 - 26.04.2021 01:00 (CET/CEST)","411","n/e","n/e","n/e","1320","0","n/e","n/e","n/e","n/e","0","393","903","9","n/e","n/e","22","n/e","0","n/e","0","737"
"Portugal (PT)","26.04.2021 01:00 - 26.04.2021 02:00 (CET/CEST)","415","n/e","n/e","n/e","1447","0","n/e","n/e","n/e","n/e","0","312","573","8","n/e","n/e","22","n/e","0","n/e","0","595"
"Portugal (PT)","26.04.2021 02:00 - 26.04.2021 03:00 (CET/CEST)","404","n/e","n/e","n/e","1344","0","n/e","n/e","n/e","n/e","0","98","355","9","n/e","n/e","23","n/e","0","n/e","0","514"
"Portugal (PT)","26.04.2021 03:00 - 26.04.2021 04:00 (CET/CEST)","401","n/e","n/e","n/e","1402","0","n/e","n/e","n/e","n/e","0","216","340","8","n/e","n/e","24","n/e","0","n/e","0","424"
"Portugal (PT)","26.04.2021 04:00 - 26.04.2021 05:00 (CET/CEST)","402","n/e","n/e","n/e","1360","36","n/e","n/e","n/e","n/e","0","59","341","8","n/e","n/e","22","n/e","0","n/e","0","372"
"Portugal (PT)","26.04.2021 05:00 - 26.04.2021 06:00 (CET/CEST)","404","n/e","n/e","n/e","1510","120","n/e","n/e","n/e","n/e","7","63","586","8","n/e","n/e","22","n/e","0","n/e","0","407"
"Portugal (PT)","26.04.2021 06:00 - 26.04.2021 07:00 (CET/CEST)","401","n/e","n/e","n/e","1686","230","n/e","n/e","n/e","n/e","266","13","1036","66","n/e","n/e","20","n/e","0","n/e","0","422"
"Portugal (PT)","26.04.2021 07:00 - 26.04.2021 08:00 (CET/CEST)","404","n/e","n/e","n/e","2045","285","n/e","n/e","n/e","n/e","302","12","1528","78","n/e","n/e","21","n/e","1","n/e","0","439"
"Portugal (PT)","26.04.2021 08:00 - 26.04.2021 09:00 (CET/CEST)","406","n/e","n/e","n/e","2615","289","n/e","n/e","n/e","n/e","590","5","1565","203","n/e","n/e","22","n/e","42","n/e","0","457"
"Portugal (PT)","26.04.2021 09:00 - 26.04.2021 10:00 (CET/CEST)","405","n/e","n/e","n/e","2810","288","n/e","n/e","n/e","n/e","989","2","1592","94","n/e","n/e","21","n/e","151","n/e","0","477"
"Portugal (PT)","26.04.2021 10:00 - 26.04.2021 11:00 (CET/CEST)","409","n/e","n/e","n/e","2796","288","n/e","n/e","n/e","n/e","837","2","1550","203","n/e","n/e","24","n/e","273","n/e","0","409"
"Portugal (PT)","26.04.2021 11:00 - 26.04.2021 12:00 (CET/CEST)","416","n/e","n/e","n/e","2937","289","n/e","n/e","n/e","n/e","823","3","1320","65","n/e","n/e","24","n/e","374","n/e","0","325"
"Portugal (PT)","26.04.2021 12:00 - 26.04.2021 13:00 (CET/CEST)","415","n/e","n/e","n/e","2944","290","n/e","n/e","n/e","n/e","750","2","1261","65","n/e","n/e","25","n/e","422","n/e","0","233"
"Portugal (PT)","26.04.2021 13:00 - 26.04.2021 14:00 (CET/CEST)","413","n/e","n/e","n/e","3019","286","n/e","n/e","n/e","n/e","739","3","1264","63","n/e","n/e","25","n/e","382","n/e","0","160"
"Portugal (PT)","26.04.2021 14:00 - 26.04.2021 15:00 (CET/CEST)","411","n/e","n/e","n/e","2874","243","n/e","n/e","n/e","n/e","217","3","928","17","n/e","n/e","24","n/e","393","n/e","0","168"
"Portugal (PT)","26.04.2021 15:00 - 26.04.2021 16:00 (CET/CEST)","412","n/e","n/e","n/e","2863","199","n/e","n/e","n/e","n/e","287","3","705","18","n/e","n/e","24","n/e","260","n/e","0","264"
"Portugal (PT)","26.04.2021 16:00 - 26.04.2021 17:00 (CET/CEST)","410","n/e","n/e","n/e","2927","195","n/e","n/e","n/e","n/e","0","3","615","25","n/e","n/e","23","n/e","198","n/e","0","289"
"Portugal (PT)","26.04.2021 17:00 - 26.04.2021 18:00 (CET/CEST)","417","n/e","n/e","n/e","3041","221","n/e","n/e","n/e","n/e","0","3","725","26","n/e","n/e","26","n/e","184","n/e","0","280"
"Portugal (PT)","26.04.2021 18:00 - 26.04.2021 19:00 (CET/CEST)","414","n/e","n/e","n/e","2950","213","n/e","n/e","n/e","n/e","177","6","874","53","n/e","n/e","27","n/e","144","n/e","0","268"
"Portugal (PT)","26.04.2021 19:00 - 26.04.2021 20:00 (CET/CEST)","417","n/e","n/e","n/e","3021","269","n/e","n/e","n/e","n/e","832","4","1833","253","n/e","n/e","25","n/e","86","n/e","0","251"
"Portugal (PT)","26.04.2021 20:00 - 26.04.2021 21:00 (CET/CEST)","416","n/e","n/e","n/e","3018","254","n/e","n/e","n/e","n/e","1289","2","1969","553","n/e","n/e","26","n/e","32","n/e","0","237"
"Portugal (PT)","26.04.2021 21:00 - 26.04.2021 22:00 (CET/CEST)","415","n/e","n/e","n/e","3103","288","n/e","n/e","n/e","n/e","1826","4","2076","951","n/e","n/e","26","n/e","1","n/e","0","177"
"Portugal (PT)","26.04.2021 22:00 - 26.04.2021 23:00 (CET/CEST)","413","n/e","n/e","n/e","2977","288","n/e","n/e","n/e","n/e","1070","2","2007","523","n/e","n/e","25","n/e","0","n/e","0","121"
"Portugal (PT)","26.04.2021 23:00 - 27.04.2021 00:00 (CET/CEST)","410","n/e","n/e","n/e","3022","288","n/e","n/e","n/e","n/e","813","7","1718","155","n/e","n/e","25","n/e","0","n/e","0","76"
"Portugal (PT)","27.04.2021 00:00 - 27.04.2021 01:00 (CET/CEST)","415","n/e","n/e","n/e","2829","288","n/e","n/e","n/e","n/e","783","3","1601","88","n/e","n/e","26","n/e","0","n/e","0","51"
"Portugal (PT)","27.04.2021 01:00 - 27.04.2021 02:00 (CET/CEST)","411","n/e","n/e","n/e","2580","273","n/e","n/e","n/e","n/e","460","8","1554","33","n/e","n/e","26","n/e","0","n/e","0","50"
"Portugal (PT)","27.04.2021 02:00 - 27.04.2021 03:00 (CET/CEST)","412","n/e","n/e","n/e","2574","182","n/e","n/e","n/e","n/e","123","8","1158","32","n/e","n/e","25","n/e","0","n/e","0","58"
"Portugal (PT)","27.04.2021 03:00 - 27.04.2021 04:00 (CET/CEST)","412","n/e","n/e","n/e","2606","182","n/e","n/e","n/e","n/e","0","10","883","32","n/e","n/e","24","n/e","0","n/e","0","97"
"Portugal (PT)","27.04.2021 04:00 - 27.04.2021 05:00 (CET/CEST)","406","n/e","n/e","n/e","2624","181","n/e","n/e","n/e","n/e","3","103","675","14","n/e","n/e","23","n/e","0","n/e","0","143"
"Portugal (PT)","27.04.2021 05:00 - 27.04.2021 06:00 (CET/CEST)","409","n/e","n/e","n/e","2570","181","n/e","n/e","n/e","n/e","183","10","831","117","n/e","n/e","23","n/e","0","n/e","0","153"
"Portugal (PT)","27.04.2021 06:00 - 27.04.2021 07:00 (CET/CEST)","408","n/e","n/e","n/e","2560","258","n/e","n/e","n/e","n/e","384","10","992","298","n/e","n/e","23","n/e","0","n/e","0","193"
"Portugal (PT)","27.04.2021 07:00 - 27.04.2021 08:00 (CET/CEST)","406","n/e","n/e","n/e","2688","289","n/e","n/e","n/e","n/e","811","7","1154","727","n/e","n/e","24","n/e","1","n/e","0","231"
"Portugal (PT)","27.04.2021 08:00 - 27.04.2021 09:00 (CET/CEST)","411","n/e","n/e","n/e","2982","289","n/e","n/e","n/e","n/e","1281","4","1598","948","n/e","n/e","24","n/e","36","n/e","0","256"
"Portugal (PT)","27.04.2021 09:00 - 27.04.2021 10:00 (CET/CEST)","407","n/e","n/e","n/e","2959","288","n/e","n/e","n/e","n/e","952","4","1664","792","n/e","n/e","23","n/e","132","n/e","0","231"
"Portugal (PT)","27.04.2021 10:00 - 27.04.2021 11:00 (CET/CEST)","407","n/e","n/e","n/e","2941","287","n/e","n/e","n/e","n/e","737","5","1667","676","n/e","n/e","24","n/e","239","n/e","0","166"
"Portugal (PT)","27.04.2021 11:00 - 27.04.2021 12:00 (CET/CEST)","407","n/e","n/e","n/e","2956","287","n/e","n/e","n/e","n/e","634","3","1657","247","n/e","n/e","26","n/e","337","n/e","0","111"
"Portugal (PT)","27.04.2021 12:00 - 27.04.2021 13:00 (CET/CEST)","410","n/e","n/e","n/e","2966","288","n/e","n/e","n/e","n/e","578","5","1698","137","n/e","n/e","26","n/e","358","n/e","0","117"
"Portugal (PT)","27.04.2021 13:00 - 27.04.2021 14:00 (CET/CEST)","407","n/e","n/e","n/e","2917","283","n/e","n/e","n/e","n/e","53","3","1539","33","n/e","n/e","24","n/e","462","n/e","0","163"
"Portugal (PT)","27.04.2021 14:00 - 27.04.2021 15:00 (CET/CEST)","410","n/e","n/e","n/e","2627","137","n/e","n/e","n/e","n/e","0","3","1031","29","n/e","n/e","25","n/e","512","n/e","0","277"
"Portugal (PT)","27.04.2021 15:00 - 27.04.2021 16:00 (CET/CEST)","408","n/e","n/e","n/e","2506","0","n/e","n/e","n/e","n/e","34","6","539","22","n/e","n/e","24","n/e","463","n/e","0","462"
"Portugal (PT)","27.04.2021 16:00 - 27.04.2021 17:00 (CET/CEST)","407","n/e","n/e","n/e","2562","0","n/e","n/e","n/e","n/e","0","43","407","22","n/e","n/e","24","n/e","488","n/e","0","638"
"Portugal (PT)","27.04.2021 17:00 - 27.04.2021 18:00 (CET/CEST)","408","n/e","n/e","n/e","2865","0","n/e","n/e","n/e","n/e","14","3","541","27","n/e","n/e","24","n/e","451","n/e","0","709"
"Portugal (PT)","27.04.2021 18:00 - 27.04.2021 19:00 (CET/CEST)","411","n/e","n/e","n/e","2974","0","n/e","n/e","n/e","n/e","305","3","1227","117","n/e","n/e","24","n/e","356","n/e","0","760"
"Portugal (PT)","27.04.2021 19:00 - 27.04.2021 20:00 (CET/CEST)","409","n/e","n/e","n/e","2945","0","n/e","n/e","n/e","n/e","879","1","1913","593","n/e","n/e","25","n/e","227","n/e","0","804"
"Portugal (PT)","27.04.2021 20:00 - 27.04.2021 21:00 (CET/CEST)","412","n/e","n/e","n/e","3009","0","n/e","n/e","n/e","n/e","1693","1","2056","777","n/e","n/e","25","n/e","61","n/e","0","800"
"Portugal (PT)","27.04.2021 21:00 - 27.04.2021 22:00 (CET/CEST)","409","n/e","n/e","n/e","2979","0","n/e","n/e","n/e","n/e","1414","1","2078","795","n/e","n/e","25","n/e","1","n/e","0","724"
"Portugal (PT)","27.04.2021 22:00 - 27.04.2021 23:00 (CET/CEST)","395","n/e","n/e","n/e","2986","0","n/e","n/e","n/e","n/e","1070","1","2067","665","n/e","n/e","24","n/e","0","n/e","0","537"
"Portugal (PT)","27.04.2021 23:00 - 28.04.2021 00:00 (CET/CEST)","401","n/e","n/e","n/e","2967","0","n/e","n/e","n/e","n/e","263","3","1940","208","n/e","n/e","24","n/e","0","n/e","0","288"
"Portugal (PT)","28.04.2021 00:00 - 28.04.2021 01:00 (CET/CEST)","406","n/e","n/e","n/e","2769","0","n/e","n/e","n/e","n/e","3","3","1623","16","n/e","n/e","25","n/e","0","n/e","0","191"
"Portugal (PT)","28.04.2021 01:00 - 28.04.2021 02:00 (CET/CEST)","408","n/e","n/e","n/e","2305","0","n/e","n/e","n/e","n/e","0","4","1322","8","n/e","n/e","25","n/e","0","n/e","0","166"
"Portugal (PT)","28.04.2021 02:00 - 28.04.2021 03:00 (CET/CEST)","412","n/e","n/e","n/e","2347","0","n/e","n/e","n/e","n/e","0","3","740","6","n/e","n/e","24","n/e","0","n/e","0","144"
"Portugal (PT)","28.04.2021 03:00 - 28.04.2021 04:00 (CET/CEST)","411","n/e","n/e","n/e","2445","0","n/e","n/e","n/e","n/e","0","6","627","7","n/e","n/e","24","n/e","0","n/e","0","122"
"Portugal (PT)","28.04.2021 04:00 - 28.04.2021 05:00 (CET/CEST)","410","n/e","n/e","n/e","2536","0","n/e","n/e","n/e","n/e","0","5","576","7","n/e","n/e","23","n/e","0","n/e","0","111"
"Portugal (PT)","28.04.2021 05:00 - 28.04.2021 06:00 (CET/CEST)","409","n/e","n/e","n/e","2487","0","n/e","n/e","n/e","n/e","0","6","874","9","n/e","n/e","23","n/e","0","n/e","0","97"
"Portugal (PT)","28.04.2021 06:00 - 28.04.2021 07:00 (CET/CEST)","407","n/e","n/e","n/e","2600","0","n/e","n/e","n/e","n/e","46","5","1496","104","n/e","n/e","23","n/e","0","n/e","0","103"
"Portugal (PT)","28.04.2021 07:00 - 28.04.2021 08:00 (CET/CEST)","407","n/e","n/e","n/e","3006","0","n/e","n/e","n/e","n/e","1034","2","2080","522","n/e","n/e","24","n/e","1","n/e","0","106"
"Portugal (PT)","28.04.2021 08:00 - 28.04.2021 09:00 (CET/CEST)","408","n/e","n/e","n/e","3235","0","n/e","n/e","n/e","n/e","1193","1","2230","812","n/e","n/e","24","n/e","46","n/e","0","109"
"Portugal (PT)","28.04.2021 09:00 - 28.04.2021 10:00 (CET/CEST)","414","n/e","n/e","n/e","3279","0","n/e","n/e","n/e","n/e","908","1","2224","445","n/e","n/e","23","n/e","164","n/e","0","88"
"Portugal (PT)","28.04.2021 10:00 - 28.04.2021 11:00 (CET/CEST)","417","n/e","n/e","n/e","3197","0","n/e","n/e","n/e","n/e","171","3","2239","410","n/e","n/e","24","n/e","201","n/e","0","123"
"Portugal (PT)","28.04.2021 11:00 - 28.04.2021 12:00 (CET/CEST)","415","n/e","n/e","n/e","3191","0","n/e","n/e","n/e","n/e","122","3","2194","212","n/e","n/e","23","n/e","238","n/e","0","146"
"Portugal (PT)","28.04.2021 12:00 - 28.04.2021 13:00 (CET/CEST)","415","n/e","n/e","n/e","3064","0","n/e","n/e","n/e","n/e","6","3","1961","185","n/e","n/e","24","n/e","310","n/e","0","152"
"Portugal (PT)","28.04.2021 13:00 - 28.04.2021 14:00 (CET/CEST)","419","n/e","n/e","n/e","2819","0","n/e","n/e","n/e","n/e","0","3","1434","177","n/e","n/e","25","n/e","365","n/e","0","248"
"Portugal (PT)","28.04.2021 14:00 - 28.04.2021 15:00 (CET/CEST)","421","n/e","n/e","n/e","2648","0","n/e","n/e","n/e","n/e","0","3","1148","19","n/e","n/e","26","n/e","396","n/e","0","396"
"Portugal (PT)","28.04.2021 15:00 - 28.04.2021 16:00 (CET/CEST)","412","n/e","n/e","n/e","2824","0","n/e","n/e","n/e","n/e","0","3","628","19","n/e","n/e","25","n/e","348","n/e","0","566"
"Portugal (PT)","28.04.2021 16:00 - 28.04.2021 17:00 (CET/CEST)","411","n/e","n/e","n/e","2545","0","n/e","n/e","n/e","n/e","0","3","689","19","n/e","n/e","24","n/e","362","n/e","0","767"
"Portugal (PT)","28.04.2021 17:00 - 28.04.2021 18:00 (CET/CEST)","410","n/e","n/e","n/e","2766","0","n/e","n/e","n/e","n/e","0","142","589","21","n/e","n/e","24","n/e","323","n/e","0","1128"
"Portugal (PT)","28.04.2021 18:00 - 28.04.2021 19:00 (CET/CEST)","375","n/e","n/e","n/e","2843","0","n/e","n/e","n/e","n/e","0","4","1362","76","n/e","n/e","24","n/e","246","n/e","0","1260"
"Portugal (PT)","28.04.2021 19:00 - 28.04.2021 20:00 (CET/CEST)","347","n/e","n/e","n/e","2797","0","n/e","n/e","n/e","n/e","152","3","2006","98","n/e","n/e","23","n/e","150","n/e","0","1339"
"Portugal (PT)","28.04.2021 20:00 - 28.04.2021 21:00 (CET/CEST)","347","n/e","n/e","n/e","2842","0","n/e","n/e","n/e","n/e","668","2","2091","232","n/e","n/e","23","n/e","38","n/e","0","1382"
"Portugal (PT)","28.04.2021 21:00 - 28.04.2021 22:00 (CET/CEST)","349","n/e","n/e","n/e","3036","0","n/e","n/e","n/e","n/e","1219","1","2111","343","n/e","n/e","24","n/e","1","n/e","0","1453"
"Portugal (PT)","28.04.2021 22:00 - 28.04.2021 23:00 (CET/CEST)","345","n/e","n/e","n/e","2721","0","n/e","n/e","n/e","n/e","170","3","1899","231","n/e","n/e","23","n/e","0","n/e","0","1444"
