"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"France (FR)","23.05.2021 06:00 - 23.05.2021 07:00 (CET/CEST)","365","n/e","n/e","n/e","609","30","137","n/e","n/e","n/e","","1524","6435","1493","n/e","34118","n/e","n/e","215","182","n/e","4610"
"France (FR)","23.05.2021 07:00 - 23.05.2021 08:00 (CET/CEST)","364","n/e","n/e","n/e","607","29","137","n/e","n/e","n/e","","1399","6434","1555","n/e","34163","n/e","n/e","686","182","n/e","4045"
"France (FR)","23.05.2021 08:00 - 23.05.2021 09:00 (CET/CEST)","364","n/e","n/e","n/e","619","31","137","n/e","n/e","n/e","","1195","6402","1710","n/e","34233","n/e","n/e","1860","180","n/e","3588"
"France (FR)","23.05.2021 09:00 - 23.05.2021 10:00 (CET/CEST)","364","n/e","n/e","n/e","616","31","137","n/e","n/e","n/e","","1374","6475","1578","n/e","34249","n/e","n/e","3379","181","n/e","3947"
"France (FR)","23.05.2021 10:00 - 23.05.2021 11:00 (CET/CEST)","365","n/e","n/e","n/e","613","30","136","n/e","n/e","n/e","","1378","6440","1373","n/e","32815","n/e","n/e","4314","180","n/e","4802"
"France (FR)","23.05.2021 11:00 - 23.05.2021 12:00 (CET/CEST)","366","n/e","n/e","n/e","689","29","137","n/e","n/e","n/e","","1575","6388","1390","n/e","31479","n/e","n/e","5114","180","n/e","5575"
"France (FR)","23.05.2021 12:00 - 23.05.2021 13:00 (CET/CEST)","365","n/e","n/e","n/e","782","28","137","n/e","n/e","n/e","","1491","6311","1376","n/e","29745","n/e","n/e","5406","181","n/e","6106"
"France (FR)","23.05.2021 13:00 - 23.05.2021 14:00 (CET/CEST)","364","n/e","n/e","n/e","827","28","137","n/e","n/e","n/e","","1328","5865","1462","n/e","28620","n/e","n/e","5658","176","n/e","6162"
"France (FR)","23.05.2021 14:00 - 23.05.2021 15:00 (CET/CEST)","364","n/e","n/e","n/e","816","27","137","n/e","n/e","n/e","","1824","5536","1029","n/e","28073","n/e","n/e","5743","170","n/e","6608"
"France (FR)","23.05.2021 15:00 - 23.05.2021 16:00 (CET/CEST)","365","n/e","n/e","n/e","837","25","137","n/e","n/e","n/e","","1823","5525","757","n/e","28053","n/e","n/e","5557","174","n/e","6644"
"France (FR)","23.05.2021 16:00 - 23.05.2021 17:00 (CET/CEST)","366","n/e","n/e","n/e","853","25","137","n/e","n/e","n/e","","1551","5825","865","n/e","27975","n/e","n/e","4904","175","n/e","6462"
"France (FR)","23.05.2021 17:00 - 23.05.2021 18:00 (CET/CEST)","366","n/e","n/e","n/e","946","25","136","n/e","n/e","n/e","","1310","6189","1447","n/e","29697","n/e","n/e","3811","177","n/e","6941"
"France (FR)","23.05.2021 18:00 - 23.05.2021 19:00 (CET/CEST)","366","n/e","n/e","n/e","1031","25","137","n/e","n/e","n/e","","21","6462","2067","n/e","33224","n/e","n/e","2547","175","n/e","6578"
"France (FR)","23.05.2021 19:00 - 23.05.2021 20:00 (CET/CEST)","364","n/e","n/e","n/e","966","25","137","n/e","n/e","n/e","1298","","6613","2246","n/e","35189","n/e","n/e","1347","176","n/e","5741"
"France (FR)","23.05.2021 20:00 - 23.05.2021 21:00 (CET/CEST)","366","n/e","n/e","n/e","932","25","137","n/e","n/e","n/e","1862","","6968","2627","n/e","36091","n/e","n/e","443","176","n/e","5681"
"France (FR)","23.05.2021 21:00 - 23.05.2021 22:00 (CET/CEST)","369","n/e","n/e","n/e","1011","26","137","n/e","n/e","n/e","1778","","7101","2554","n/e","36594","n/e","n/e","173","173","n/e","6621"
"France (FR)","23.05.2021 22:00 - 23.05.2021 23:00 (CET/CEST)","369","n/e","n/e","n/e","977","25","136","n/e","n/e","n/e","1396","","7240","2659","n/e","36757","n/e","n/e","0","171","n/e","7226"
"France (FR)","23.05.2021 23:00 - 24.05.2021 00:00 (CET/CEST)","371","n/e","n/e","n/e","955","25","136","n/e","n/e","n/e","1054","","7023","2229","n/e","36770","n/e","n/e","0","171","n/e","8154"
"France (FR)","24.05.2021 00:00 - 24.05.2021 01:00 (CET/CEST)","371","n/e","n/e","n/e","667","26","136","n/e","n/e","n/e","698","","6578","1669","n/e","36079","n/e","n/e","0","171","n/e","8968"
"France (FR)","24.05.2021 01:00 - 24.05.2021 02:00 (CET/CEST)","372","n/e","n/e","n/e","622","26","137","n/e","n/e","n/e","175","","6458","1573","n/e","35342","n/e","n/e","0","170","n/e","9059"
"France (FR)","24.05.2021 02:00 - 24.05.2021 03:00 (CET/CEST)","370","n/e","n/e","n/e","610","25","136","n/e","n/e","n/e","","648","6263","1625","n/e","35468","n/e","n/e","0","170","n/e","8810"
"France (FR)","24.05.2021 03:00 - 24.05.2021 04:00 (CET/CEST)","369","n/e","n/e","n/e","611","25","137","n/e","n/e","n/e","","1562","6177","1239","n/e","34551","n/e","n/e","0","170","n/e","8246"
"France (FR)","24.05.2021 04:00 - 24.05.2021 05:00 (CET/CEST)","369","n/e","n/e","n/e","615","27","137","n/e","n/e","n/e","","1507","6136","1282","n/e","34572","n/e","n/e","0","166","n/e","7946"
"France (FR)","24.05.2021 05:00 - 24.05.2021 06:00 (CET/CEST)","369","n/e","n/e","n/e","617","27","137","n/e","n/e","n/e","","1247","6088","1385","n/e","34976","n/e","n/e","0","162","n/e","7631"
"France (FR)","24.05.2021 06:00 - 24.05.2021 07:00 (CET/CEST)","369","n/e","n/e","n/e","615","25","137","n/e","n/e","n/e","","958","6158","1553","n/e","35919","n/e","n/e","188","155","n/e","7277"
"France (FR)","24.05.2021 07:00 - 24.05.2021 08:00 (CET/CEST)","372","n/e","n/e","n/e","611","25","137","n/e","n/e","n/e","","802","6202","1487","n/e","35919","n/e","n/e","431","151","n/e","6694"
"France (FR)","24.05.2021 08:00 - 24.05.2021 09:00 (CET/CEST)","369","n/e","n/e","n/e","622","26","139","n/e","n/e","n/e","","875","6278","1566","n/e","36347","n/e","n/e","1098","145","n/e","6519"
"France (FR)","24.05.2021 09:00 - 24.05.2021 10:00 (CET/CEST)","371","n/e","n/e","n/e","628","26","138","n/e","n/e","n/e","","1009","6588","1851","n/e","36846","n/e","n/e","2213","145","n/e","6482"
"France (FR)","24.05.2021 10:00 - 24.05.2021 11:00 (CET/CEST)","371","n/e","n/e","n/e","630","26","139","n/e","n/e","n/e","","998","6558","1996","n/e","37168","n/e","n/e","2965","144","n/e","6958"
"France (FR)","24.05.2021 11:00 - 24.05.2021 12:00 (CET/CEST)","369","n/e","n/e","n/e","629","26","139","n/e","n/e","n/e","","1040","6401","1638","n/e","36737","n/e","n/e","3738","146","n/e","7734"
"France (FR)","24.05.2021 12:00 - 24.05.2021 13:00 (CET/CEST)","371","n/e","n/e","n/e","625","27","139","n/e","n/e","n/e","","808","6350","1681","n/e","36562","n/e","n/e","4488","145","n/e","8409"
"France (FR)","24.05.2021 13:00 - 24.05.2021 14:00 (CET/CEST)","369","n/e","n/e","n/e","627","28","138","n/e","n/e","n/e","","1332","6212","1598","n/e","36213","n/e","n/e","4965","147","n/e","9009"
"France (FR)","24.05.2021 14:00 - 24.05.2021 15:00 (CET/CEST)","369","n/e","n/e","n/e","620","29","139","n/e","n/e","n/e","","1976","5954","1551","n/e","35697","n/e","n/e","5058","152","n/e","9311"
"France (FR)","24.05.2021 15:00 - 24.05.2021 16:00 (CET/CEST)","364","n/e","n/e","n/e","608","30","139","n/e","n/e","n/e","","1318","5955","1907","n/e","35581","n/e","n/e","4758","152","n/e","9308"
"France (FR)","24.05.2021 16:00 - 24.05.2021 17:00 (CET/CEST)","354","n/e","n/e","n/e","629","33","139","n/e","n/e","n/e","","1374","6114","1879","n/e","35427","n/e","n/e","3921","151","n/e","9246"
"France (FR)","24.05.2021 17:00 - 24.05.2021 18:00 (CET/CEST)","354","n/e","n/e","n/e","622","34","139","n/e","n/e","n/e","","146","6570","2003","n/e","36074","n/e","n/e","3538","154","n/e","9691"
"France (FR)","24.05.2021 18:00 - 24.05.2021 19:00 (CET/CEST)","356","n/e","n/e","n/e","627","35","139","n/e","n/e","n/e","412","","6642","2275","n/e","37579","n/e","n/e","2374","156","n/e","10103"
"France (FR)","24.05.2021 19:00 - 24.05.2021 20:00 (CET/CEST)","353","n/e","n/e","n/e","628","34","139","n/e","n/e","n/e","1277","","6790","2678","n/e","37988","n/e","n/e","1301","160","n/e","9809"
"France (FR)","24.05.2021 20:00 - 24.05.2021 21:00 (CET/CEST)","353","n/e","n/e","n/e","628","33","139","n/e","n/e","n/e","1462","","6799","2639","n/e","38085","n/e","n/e","470","154","n/e","9395"
"France (FR)","24.05.2021 21:00 - 24.05.2021 22:00 (CET/CEST)","352","n/e","n/e","n/e","592","33","139","n/e","n/e","n/e","1159","","6742","2732","n/e","38383","n/e","n/e","184","154","n/e","9052"
"France (FR)","24.05.2021 22:00 - 24.05.2021 23:00 (CET/CEST)","352","n/e","n/e","n/e","620","28","138","n/e","n/e","n/e","1232","","6856","2854","n/e","38741","n/e","n/e","0","153","n/e","8548"
"France (FR)","24.05.2021 23:00 - 25.05.2021 00:00 (CET/CEST)","363","n/e","n/e","n/e","630","29","139","n/e","n/e","n/e","929","","6894","2702","n/e","38468","n/e","n/e","0","149","n/e","8385"
"France (FR)","25.05.2021 00:00 - 25.05.2021 01:00 (CET/CEST)","363","n/e","n/e","n/e","720","43","138","n/e","n/e","n/e","","147","6766","2278","n/e","38670","n/e","n/e","0","146","n/e","8608"
"France (FR)","25.05.2021 01:00 - 25.05.2021 02:00 (CET/CEST)","364","n/e","n/e","n/e","894","43","139","n/e","n/e","n/e","","1144","6497","1729","n/e","38138","n/e","n/e","0","142","n/e","9013"
"France (FR)","25.05.2021 02:00 - 25.05.2021 03:00 (CET/CEST)","365","n/e","n/e","n/e","1004","43","139","n/e","n/e","n/e","","1604","6339","1654","n/e","37814","n/e","n/e","0","148","n/e","9188"
"France (FR)","25.05.2021 03:00 - 25.05.2021 04:00 (CET/CEST)","368","n/e","n/e","n/e","1101","42","139","n/e","n/e","n/e","","1972","6186","1377","n/e","37493","n/e","n/e","0","150","n/e","9466"
"France (FR)","25.05.2021 04:00 - 25.05.2021 05:00 (CET/CEST)","365","n/e","n/e","n/e","1104","41","139","n/e","n/e","n/e","","1969","6131","1263","n/e","37513","n/e","n/e","0","152","n/e","9380"
"France (FR)","25.05.2021 05:00 - 25.05.2021 06:00 (CET/CEST)","362","n/e","n/e","n/e","1198","41","139","n/e","n/e","n/e","","1622","6249","1556","n/e","37656","n/e","n/e","146","152","n/e","9189"
"France (FR)","25.05.2021 06:00 - 25.05.2021 07:00 (CET/CEST)","363","n/e","n/e","n/e","1429","40","137","n/e","n/e","n/e","","399","6502","1918","n/e","38080","n/e","n/e","219","146","n/e","8686"
"France (FR)","25.05.2021 07:00 - 25.05.2021 08:00 (CET/CEST)","364","n/e","n/e","n/e","1675","40","138","n/e","n/e","n/e","974","","6663","2636","n/e","37808","n/e","n/e","695","147","n/e","8333"
"France (FR)","25.05.2021 08:00 - 25.05.2021 09:00 (CET/CEST)","364","n/e","n/e","n/e","1579","40","139","n/e","n/e","n/e","1466","","6899","2818","n/e","37560","n/e","n/e","1999","150","n/e","8006"
"France (FR)","25.05.2021 09:00 - 25.05.2021 10:00 (CET/CEST)","363","n/e","n/e","n/e","1542","41","139","n/e","n/e","n/e","629","","6688","2271","n/e","37616","n/e","n/e","3556","152","n/e","8078"
"France (FR)","25.05.2021 10:00 - 25.05.2021 11:00 (CET/CEST)","364","n/e","n/e","n/e","1562","41","139","n/e","n/e","n/e","52","","6674","2274","n/e","37618","n/e","n/e","4811","153","n/e","8368"
"France (FR)","25.05.2021 11:00 - 25.05.2021 12:00 (CET/CEST)","367","n/e","n/e","n/e","1556","41","138","n/e","n/e","n/e","426","","6674","2301","n/e","37569","n/e","n/e","5355","153","n/e","8812"
"France (FR)","25.05.2021 12:00 - 25.05.2021 13:00 (CET/CEST)","368","n/e","n/e","n/e","1315","41","138","n/e","n/e","n/e","460","","6575","2173","n/e","38357","n/e","n/e","5610","153","n/e","9134"
"France (FR)","25.05.2021 13:00 - 25.05.2021 14:00 (CET/CEST)","371","n/e","n/e","n/e","990","41","137","n/e","n/e","n/e","278","","6351","2199","n/e","38474","n/e","n/e","5802","153","n/e","9428"
"France (FR)","25.05.2021 14:00 - 25.05.2021 15:00 (CET/CEST)","375","n/e","n/e","n/e","1037","41","137","n/e","n/e","n/e","","156","6073","2399","n/e","38450","n/e","n/e","5841","156","n/e","9715"
"France (FR)","25.05.2021 15:00 - 25.05.2021 16:00 (CET/CEST)","376","n/e","n/e","n/e","1039","40","137","n/e","n/e","n/e","","552","5892","2019","n/e","37949","n/e","n/e","5592","156","n/e","9975"
"France (FR)","25.05.2021 16:00 - 25.05.2021 17:00 (CET/CEST)","365","n/e","n/e","n/e","1003","40","137","n/e","n/e","n/e","","263","5960","2045","n/e","37929","n/e","n/e","4994","159","n/e","9993"
"France (FR)","25.05.2021 17:00 - 25.05.2021 18:00 (CET/CEST)","365","n/e","n/e","n/e","1099","40","137","n/e","n/e","n/e","188","","6253","1751","n/e","37669","n/e","n/e","4249","161","n/e","9914"
"France (FR)","25.05.2021 18:00 - 25.05.2021 19:00 (CET/CEST)","369","n/e","n/e","n/e","1286","39","137","n/e","n/e","n/e","859","","6558","2179","n/e","37565","n/e","n/e","2908","164","n/e","9240"
"France (FR)","25.05.2021 19:00 - 25.05.2021 20:00 (CET/CEST)","367","n/e","n/e","n/e","1534","38","137","n/e","n/e","n/e","1611","","6686","2718","n/e","37628","n/e","n/e","1452","160","n/e","8010"
"France (FR)","25.05.2021 20:00 - 25.05.2021 21:00 (CET/CEST)","369","n/e","n/e","n/e","1518","37","137","n/e","n/e","n/e","1229","","6779","2662","n/e","38172","n/e","n/e","459","164","n/e","6445"
"France (FR)","25.05.2021 21:00 - 25.05.2021 22:00 (CET/CEST)","366","n/e","n/e","n/e","1492","36","137","n/e","n/e","n/e","972","","6799","2462","n/e","38482","n/e","n/e","185","167","n/e","5597"
"France (FR)","25.05.2021 22:00 - 25.05.2021 23:00 (CET/CEST)","364","n/e","n/e","n/e","1483","35","137","n/e","n/e","n/e","744","","6861","2494","n/e","38503","n/e","n/e","0","168","n/e","5157"
"France (FR)","25.05.2021 23:00 - 26.05.2021 00:00 (CET/CEST)","365","n/e","n/e","n/e","1459","35","138","n/e","n/e","n/e","200","","6828","2413","n/e","38760","n/e","n/e","0","166","n/e","4921"
"France (FR)","26.05.2021 00:00 - 26.05.2021 01:00 (CET/CEST)","366","n/e","n/e","n/e","1317","35","138","n/e","n/e","n/e","","255","6499","2252","n/e","38237","n/e","n/e","0","164","n/e","4875"
"France (FR)","26.05.2021 01:00 - 26.05.2021 02:00 (CET/CEST)","366","n/e","n/e","n/e","1214","33","139","n/e","n/e","n/e","","453","6199","1777","n/e","37794","n/e","n/e","0","165","n/e","4997"
"France (FR)","26.05.2021 02:00 - 26.05.2021 03:00 (CET/CEST)","363","n/e","n/e","n/e","1337","33","139","n/e","n/e","n/e","","973","6076","1513","n/e","38174","n/e","n/e","0","169","n/e","5120"
"France (FR)","26.05.2021 03:00 - 26.05.2021 04:00 (CET/CEST)","361","n/e","n/e","n/e","1279","33","138","n/e","n/e","n/e","","1774","5969","1346","n/e","38466","n/e","n/e","0","170","n/e","5384"
"France (FR)","26.05.2021 04:00 - 26.05.2021 05:00 (CET/CEST)","358","n/e","n/e","n/e","1349","33","139","n/e","n/e","n/e","","1920","5898","1224","n/e","38419","n/e","n/e","0","171","n/e","5871"
"France (FR)","26.05.2021 05:00 - 26.05.2021 06:00 (CET/CEST)","363","n/e","n/e","n/e","1360","35","139","n/e","n/e","n/e","","1155","6051","1633","n/e","38872","n/e","n/e","157","171","n/e","6151"
"France (FR)","26.05.2021 06:00 - 26.05.2021 07:00 (CET/CEST)","362","n/e","n/e","n/e","1689","36","138","n/e","n/e","n/e","134","","6302","1760","n/e","38996","n/e","n/e","227","168","n/e","6311"
"France (FR)","26.05.2021 07:00 - 26.05.2021 08:00 (CET/CEST)","364","n/e","n/e","n/e","1814","37","139","n/e","n/e","n/e","812","","6381","2304","n/e","39116","n/e","n/e","668","162","n/e","6481"
"France (FR)","26.05.2021 08:00 - 26.05.2021 09:00 (CET/CEST)","365","n/e","n/e","n/e","1868","37","139","n/e","n/e","n/e","1149","","6627","2485","n/e","39233","n/e","n/e","1739","159","n/e","6560"
"France (FR)","26.05.2021 09:00 - 26.05.2021 10:00 (CET/CEST)","364","n/e","n/e","n/e","1868","36","213","n/e","n/e","n/e","1453","","6502","2325","n/e","39417","n/e","n/e","3195","160","n/e","6386"
"France (FR)","26.05.2021 10:00 - 26.05.2021 11:00 (CET/CEST)","369","n/e","n/e","n/e","1795","34","188","n/e","n/e","n/e","1471","","6510","2184","n/e","39448","n/e","n/e","4280","159","n/e","6338"
"France (FR)","26.05.2021 11:00 - 26.05.2021 12:00 (CET/CEST)","364","n/e","n/e","n/e","1838","33","139","n/e","n/e","n/e","1102","","6710","1960","n/e","39406","n/e","n/e","5027","160","n/e","6426"
"France (FR)","26.05.2021 12:00 - 26.05.2021 13:00 (CET/CEST)","362","n/e","n/e","n/e","1795","31","139","n/e","n/e","n/e","878","","6625","2186","n/e","39345","n/e","n/e","5370","161","n/e","6611"
"France (FR)","26.05.2021 13:00 - 26.05.2021 14:00 (CET/CEST)","363","n/e","n/e","n/e","1573","30","139","n/e","n/e","n/e","413","","6492","2228","n/e","39207","n/e","n/e","5672","163","n/e","6720"
"France (FR)","26.05.2021 14:00 - 26.05.2021 15:00 (CET/CEST)","366","n/e","n/e","n/e","1379","30","139","n/e","n/e","n/e","308","","6369","2217","n/e","38234","n/e","n/e","5829","166","n/e","6761"
"France (FR)","26.05.2021 15:00 - 26.05.2021 16:00 (CET/CEST)","358","n/e","n/e","n/e","1145","30","139","n/e","n/e","n/e","","400","6182","1845","n/e","37957","n/e","n/e","5454","166","n/e","6603"
"France (FR)","26.05.2021 16:00 - 26.05.2021 17:00 (CET/CEST)","352","n/e","n/e","n/e","1355","30","138","n/e","n/e","n/e","","379","6144","1541","n/e","38073","n/e","n/e","4868","169","n/e","6005"
"France (FR)","26.05.2021 17:00 - 26.05.2021 18:00 (CET/CEST)","360","n/e","n/e","n/e","1416","31","138","n/e","n/e","n/e","","153","6207","1645","n/e","38186","n/e","n/e","3901","170","n/e","5509"
"France (FR)","26.05.2021 18:00 - 26.05.2021 19:00 (CET/CEST)","368","n/e","n/e","n/e","1523","31","138","n/e","n/e","n/e","819","","6628","2366","n/e","39084","n/e","n/e","2728","173","n/e","4810"
"France (FR)","26.05.2021 19:00 - 26.05.2021 20:00 (CET/CEST)","367","n/e","n/e","n/e","1756","32","138","n/e","n/e","n/e","1168","","6736","3015","n/e","39297","n/e","n/e","1428","175","n/e","4007"
"France (FR)","26.05.2021 20:00 - 26.05.2021 21:00 (CET/CEST)","365","n/e","n/e","n/e","1829","33","138","n/e","n/e","n/e","1146","","6686","2694","n/e","39343","n/e","n/e","498","174","n/e","3005"
"France (FR)","26.05.2021 21:00 - 26.05.2021 22:00 (CET/CEST)","366","n/e","n/e","n/e","1839","34","138","n/e","n/e","n/e","1198","","6613","2299","n/e","39364","n/e","n/e","201","173","n/e","2384"
"France (FR)","26.05.2021 22:00 - 26.05.2021 23:00 (CET/CEST)","367","n/e","n/e","n/e","1883","34","139","n/e","n/e","n/e","1597","","6675","2957","n/e","39430","n/e","n/e","0","172","n/e","2257"
"France (FR)","26.05.2021 23:00 - 27.05.2021 00:00 (CET/CEST)","367","n/e","n/e","n/e","1864","35","139","n/e","n/e","n/e","1617","","6647","2870","n/e","39406","n/e","n/e","0","154","n/e","2306"
"France (FR)","27.05.2021 00:00 - 27.05.2021 01:00 (CET/CEST)","366","n/e","n/e","n/e","1451","39","136","n/e","n/e","n/e","1053","","6453","2293","n/e","39204","n/e","n/e","0","174","n/e","2195"
"France (FR)","27.05.2021 01:00 - 27.05.2021 02:00 (CET/CEST)","368","n/e","n/e","n/e","1328","40","136","n/e","n/e","n/e","184","","6227","1871","n/e","39216","n/e","n/e","0","176","n/e","2031"
"France (FR)","27.05.2021 02:00 - 27.05.2021 03:00 (CET/CEST)","368","n/e","n/e","n/e","1359","40","136","n/e","n/e","n/e","","720","6095","1725","n/e","39248","n/e","n/e","0","177","n/e","1814"
"France (FR)","27.05.2021 03:00 - 27.05.2021 04:00 (CET/CEST)","367","n/e","n/e","n/e","1295","40","136","n/e","n/e","n/e","","1717","6018","1811","n/e","39229","n/e","n/e","0","166","n/e","1584"
"France (FR)","27.05.2021 04:00 - 27.05.2021 05:00 (CET/CEST)","366","n/e","n/e","n/e","1445","39","136","n/e","n/e","n/e","","1926","5917","1869","n/e","39289","n/e","n/e","0","161","n/e","1402"
"France (FR)","27.05.2021 05:00 - 27.05.2021 06:00 (CET/CEST)","364","n/e","n/e","n/e","1931","39","136","n/e","n/e","n/e","","1561","5771","1832","n/e","39287","n/e","n/e","170","160","n/e","1207"
"France (FR)","27.05.2021 06:00 - 27.05.2021 07:00 (CET/CEST)","366","n/e","n/e","n/e","2635","38","136","n/e","n/e","n/e","","541","6287","2067","n/e","39399","n/e","n/e","253","159","n/e","1118"
"France (FR)","27.05.2021 07:00 - 27.05.2021 08:00 (CET/CEST)","366","n/e","n/e","n/e","3131","38","136","n/e","n/e","n/e","1137","","6562","2324","n/e","39414","n/e","n/e","777","158","n/e","984"
"France (FR)","27.05.2021 08:00 - 27.05.2021 09:00 (CET/CEST)","365","n/e","n/e","n/e","3165","37","137","n/e","n/e","n/e","1643","","6550","2848","n/e","39426","n/e","n/e","2225","157","n/e","846"
"France (FR)","27.05.2021 09:00 - 27.05.2021 10:00 (CET/CEST)","365","n/e","n/e","n/e","3090","36","137","n/e","n/e","n/e","1610","","6553","2498","n/e","39516","n/e","n/e","3998","156","n/e","771"
"France (FR)","27.05.2021 10:00 - 27.05.2021 11:00 (CET/CEST)","366","n/e","n/e","n/e","3005","36","137","n/e","n/e","n/e","1160","","6460","2177","n/e","39556","n/e","n/e","5450","156","n/e","754"
"France (FR)","27.05.2021 11:00 - 27.05.2021 12:00 (CET/CEST)","363","n/e","n/e","n/e","2839","36","137","n/e","n/e","n/e","967","","6400","2244","n/e","39697","n/e","n/e","6407","158","n/e","715"
"France (FR)","27.05.2021 12:00 - 27.05.2021 13:00 (CET/CEST)","363","n/e","n/e","n/e","2669","36","137","n/e","n/e","n/e","1029","","6440","2482","n/e","39731","n/e","n/e","6987","158","n/e","724"
"France (FR)","27.05.2021 13:00 - 27.05.2021 14:00 (CET/CEST)","359","n/e","n/e","n/e","2529","35","136","n/e","n/e","n/e","724","","6344","2156","n/e","39604","n/e","n/e","7164","160","n/e","725"
"France (FR)","27.05.2021 14:00 - 27.05.2021 15:00 (CET/CEST)","361","n/e","n/e","n/e","2455","35","136","n/e","n/e","n/e","271","","6220","2068","n/e","39589","n/e","n/e","7038","158","n/e","779"
"France (FR)","27.05.2021 15:00 - 27.05.2021 16:00 (CET/CEST)","368","n/e","n/e","n/e","2313","35","136","n/e","n/e","n/e","","451","6252","2031","n/e","39471","n/e","n/e","6836","153","n/e","848"
"France (FR)","27.05.2021 16:00 - 27.05.2021 17:00 (CET/CEST)","368","n/e","n/e","n/e","2531","35","136","n/e","n/e","n/e","","1112","6242","1617","n/e","39247","n/e","n/e","6110","155","n/e","855"
"France (FR)","27.05.2021 17:00 - 27.05.2021 18:00 (CET/CEST)","365","n/e","n/e","n/e","2632","35","136","n/e","n/e","n/e","","238","6350","1827","n/e","39368","n/e","n/e","5017","153","n/e","896"
"France (FR)","27.05.2021 18:00 - 27.05.2021 19:00 (CET/CEST)","366","n/e","n/e","n/e","2708","35","136","n/e","n/e","n/e","625","","6582","2303","n/e","39443","n/e","n/e","3530","160","n/e","958"
"France (FR)","27.05.2021 19:00 - 27.05.2021 20:00 (CET/CEST)","365","n/e","n/e","n/e","2841","35","136","n/e","n/e","n/e","1371","","6924","3148","n/e","39625","n/e","n/e","1750","161","n/e","1040"
"France (FR)","27.05.2021 20:00 - 27.05.2021 21:00 (CET/CEST)","364","n/e","n/e","n/e","2645","35","136","n/e","n/e","n/e","1338","","6953","3120","n/e","39663","n/e","n/e","537","163","n/e","1220"
"France (FR)","27.05.2021 21:00 - 27.05.2021 22:00 (CET/CEST)","365","n/e","n/e","n/e","2610","35","136","n/e","n/e","n/e","1239","","6852","2570","n/e","39711","n/e","n/e","185","162","n/e","1534"
"France (FR)","27.05.2021 22:00 - 27.05.2021 23:00 (CET/CEST)","362","n/e","n/e","n/e","2650","35","136","n/e","n/e","n/e","1207","","6826","2681","n/e","39786","n/e","n/e","0","162","n/e","2024"
"France (FR)","27.05.2021 23:00 - 28.05.2021 00:00 (CET/CEST)","362","n/e","n/e","n/e","2691","35","136","n/e","n/e","n/e","1277","","6797","2315","n/e","39809","n/e","n/e","0","164","n/e","2342"
"France (FR)","28.05.2021 00:00 - 28.05.2021 01:00 (CET/CEST)","363","n/e","n/e","n/e","2364","35","137","n/e","n/e","n/e","396","","6534","2084","n/e","39543","n/e","n/e","0","164","n/e","2441"
"France (FR)","28.05.2021 01:00 - 28.05.2021 02:00 (CET/CEST)","363","n/e","n/e","n/e","2258","35","137","n/e","n/e","n/e","","741","6268","1836","n/e","39699","n/e","n/e","0","164","n/e","2541"
"France (FR)","28.05.2021 02:00 - 28.05.2021 03:00 (CET/CEST)","362","n/e","n/e","n/e","2222","35","137","n/e","n/e","n/e","","1147","6136","1649","n/e","39647","n/e","n/e","0","163","n/e","2630"
"France (FR)","28.05.2021 03:00 - 28.05.2021 04:00 (CET/CEST)","365","n/e","n/e","n/e","2289","35","138","n/e","n/e","n/e","","1683","6070","1610","n/e","39793","n/e","n/e","0","160","n/e","2544"
"France (FR)","28.05.2021 04:00 - 28.05.2021 05:00 (CET/CEST)","359","n/e","n/e","n/e","2238","35","138","n/e","n/e","n/e","","1852","6079","1565","n/e","39663","n/e","n/e","0","157","n/e","2531"
"France (FR)","28.05.2021 05:00 - 28.05.2021 06:00 (CET/CEST)","356","n/e","n/e","n/e","2526","35","138","n/e","n/e","n/e","","1322","6108","1563","n/e","39665","n/e","n/e","140","157","n/e","2522"
"France (FR)","28.05.2021 06:00 - 28.05.2021 07:00 (CET/CEST)","363","n/e","n/e","n/e","3161","35","137","n/e","n/e","n/e","126","","6540","2358","n/e","39896","n/e","n/e","234","150","n/e","2375"
"France (FR)","28.05.2021 07:00 - 28.05.2021 08:00 (CET/CEST)","366","n/e","n/e","n/e","3202","35","138","n/e","n/e","n/e","761","","6818","3013","n/e","39996","n/e","n/e","788","151","n/e","2213"
"France (FR)","28.05.2021 08:00 - 28.05.2021 09:00 (CET/CEST)","365","n/e","n/e","n/e","3122","35","138","n/e","n/e","n/e","1429","","6885","3179","n/e","40069","n/e","n/e","2143","151","n/e","1466"
