"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Spain (ES)","01.01.2021 00:00 - 01.01.2021 01:00 (CET/CEST)","492","n/e","0","0","4527","261","79","0","0","0","","0","1512","4668","0","7117","55","96","10","218","0","6879"
"Spain (ES)","01.01.2021 01:00 - 01.01.2021 02:00 (CET/CEST)","493","n/e","0","0","4546","261","78","0","0","0","","0","1468","4300","0","7117","54","96","9","220","0","7001"
"Spain (ES)","01.01.2021 02:00 - 01.01.2021 03:00 (CET/CEST)","498","n/e","0","0","4117","260","78","0","0","0","","34","1447","3231","0","7118","55","95","10","222","0","7256"
"Spain (ES)","01.01.2021 03:00 - 01.01.2021 04:00 (CET/CEST)","496","n/e","0","0","3781","259","78","0","0","0","","826","1418","2386","0","7118","55","94","9","222","0","7951"
"Spain (ES)","01.01.2021 04:00 - 01.01.2021 05:00 (CET/CEST)","496","n/e","0","0","3734","259","78","0","0","0","","1337","1340","2032","0","7119","54","94","9","230","0","8791"
"Spain (ES)","01.01.2021 05:00 - 01.01.2021 06:00 (CET/CEST)","499","n/e","0","0","3597","268","78","0","0","0","","1554","1319","1764","0","7118","54","93","9","236","0","9209"
"Spain (ES)","01.01.2021 06:00 - 01.01.2021 07:00 (CET/CEST)","492","n/e","0","0","3547","277","77","0","0","0","","1587","1309","1919","0","7119","55","96","19","234","0","9454"
"Spain (ES)","01.01.2021 07:00 - 01.01.2021 08:00 (CET/CEST)","486","n/e","0","0","3481","262","77","0","0","0","","1825","1314","2289","0","7120","54","94","24","243","0","9970"
"Spain (ES)","01.01.2021 08:00 - 01.01.2021 09:00 (CET/CEST)","489","n/e","0","0","3526","256","68","0","0","0","","2503","1337","2388","0","7119","54","93","51","254","0","10461"
"Spain (ES)","01.01.2021 09:00 - 01.01.2021 10:00 (CET/CEST)","498","n/e","0","0","3370","256","73","0","0","0","","2609","1360","2557","0","7117","54","96","1010","262","0","10788"
"Spain (ES)","01.01.2021 10:00 - 01.01.2021 11:00 (CET/CEST)","486","n/e","0","0","3339","256","77","0","0","0","","2481","1372","2867","0","7116","53","97","3278","263","0","10565"
"Spain (ES)","01.01.2021 11:00 - 01.01.2021 12:00 (CET/CEST)","481","n/e","0","0","3426","256","77","0","0","0","","1751","1450","2912","0","7116","54","97","4529","255","0","10593"
"Spain (ES)","01.01.2021 12:00 - 01.01.2021 13:00 (CET/CEST)","485","n/e","0","0","3439","256","79","0","0","0","","1513","1436","2721","0","7116","54","98","5000","251","0","11267"
"Spain (ES)","01.01.2021 13:00 - 01.01.2021 14:00 (CET/CEST)","494","n/e","0","0","3413","256","79","0","0","0","","1189","1415","2456","0","7114","54","96","5252","251","0","11815"
"Spain (ES)","01.01.2021 14:00 - 01.01.2021 15:00 (CET/CEST)","491","n/e","0","0","3840","258","78","0","0","0","","1378","1413","2611","0","7115","53","96","4739","249","0","11863"
"Spain (ES)","01.01.2021 15:00 - 01.01.2021 16:00 (CET/CEST)","492","n/e","0","0","3508","274","78","0","0","0","","1385","1328","2438","0","7116","54","95","3893","247","0","11701"
"Spain (ES)","01.01.2021 16:00 - 01.01.2021 17:00 (CET/CEST)","496","n/e","0","0","3711","256","80","0","0","0","","1324","1334","3110","0","7116","53","94","2344","247","0","11085"
"Spain (ES)","01.01.2021 17:00 - 01.01.2021 18:00 (CET/CEST)","491","n/e","0","0","3777","256","80","0","0","0","","765","1443","3833","0","7112","52","93","701","247","0","10391"
"Spain (ES)","01.01.2021 18:00 - 01.01.2021 19:00 (CET/CEST)","494","n/e","0","0","4154","265","78","0","0","0","","5","1469","5282","0","7116","53","93","78","253","0","10015"
"Spain (ES)","01.01.2021 19:00 - 01.01.2021 20:00 (CET/CEST)","489","n/e","0","0","4686","256","74","0","0","0","","0","1501","5680","0","7116","54","90","57","251","0","10110"
"Spain (ES)","01.01.2021 20:00 - 01.01.2021 21:00 (CET/CEST)","500","n/e","0","0","5055","256","82","0","0","0","","0","1539","6476","0","7116","55","89","56","248","0","10069"
"Spain (ES)","01.01.2021 21:00 - 01.01.2021 22:00 (CET/CEST)","496","n/e","0","0","4446","256","82","0","0","0","","0","1547","5535","0","7115","55","88","56","242","0","10395"
"Spain (ES)","01.01.2021 22:00 - 01.01.2021 23:00 (CET/CEST)","490","n/e","0","0","4538","256","82","0","0","0","","0","1492","5439","0","7116","55","91","58","243","0","10262"
"Spain (ES)","01.01.2021 23:00 - 02.01.2021 00:00 (CET/CEST)","470","n/e","0","0","4180","256","82","0","0","0","","0","1452","3922","0","7118","55","90","58","242","0","10258"
"Spain (ES)","02.01.2021 00:00 - 02.01.2021 01:00 (CET/CEST)","473","n/e","0","0","4169","258","82","0","0","0","","438","1420","2223","0","7119","55","88","58","246","0","10170"
"Spain (ES)","02.01.2021 01:00 - 02.01.2021 02:00 (CET/CEST)","476","n/e","0","0","4175","258","81","0","0","0","","929","1383","2088","0","7119","54","85","53","250","0","10165"
"Spain (ES)","02.01.2021 02:00 - 02.01.2021 03:00 (CET/CEST)","469","n/e","0","0","4155","258","81","0","0","0","","1277","1388","1855","0","7117","54","86","13","254","0","10391"
"Spain (ES)","02.01.2021 03:00 - 02.01.2021 04:00 (CET/CEST)","438","n/e","0","0","4294","258","82","0","0","0","","1945","1350","1575","0","7118","53","86","8","249","0","10516"
"Spain (ES)","02.01.2021 04:00 - 02.01.2021 05:00 (CET/CEST)","445","n/e","0","0","4424","258","83","0","0","0","","2365","1339","1603","0","7119","54","88","8","246","0","10443"
"Spain (ES)","02.01.2021 05:00 - 02.01.2021 06:00 (CET/CEST)","444","n/e","0","0","4288","258","82","0","0","0","","2321","1322","1875","0","7118","53","84","8","250","0","10690"
"Spain (ES)","02.01.2021 06:00 - 02.01.2021 07:00 (CET/CEST)","436","n/e","0","0","4445","258","82","0","0","0","","1517","1328","1820","0","7117","53","83","7","255","0","11014"
"Spain (ES)","02.01.2021 07:00 - 02.01.2021 08:00 (CET/CEST)","437","n/e","0","0","4875","258","89","0","0","0","","1127","1353","2208","0","7117","55","85","7","261","0","11119"
"Spain (ES)","02.01.2021 08:00 - 02.01.2021 09:00 (CET/CEST)","442","n/e","0","0","4887","258","107","0","0","0","","544","1397","2600","0","7118","57","91","57","260","0","11268"
"Spain (ES)","02.01.2021 09:00 - 02.01.2021 10:00 (CET/CEST)","445","n/e","0","0","5233","258","114","0","0","0","","224","1443","3098","0","7116","57","92","1274","262","0","11629"
"Spain (ES)","02.01.2021 10:00 - 02.01.2021 11:00 (CET/CEST)","453","n/e","0","0","4988","258","117","0","0","0","","0","1451","3548","0","7116","56","90","3458","255","0","11788"
"Spain (ES)","02.01.2021 11:00 - 02.01.2021 12:00 (CET/CEST)","462","n/e","0","0","4822","258","117","0","0","0","","0","1439","3521","0","7115","55","89","4888","248","0","11824"
"Spain (ES)","02.01.2021 12:00 - 02.01.2021 13:00 (CET/CEST)","483","n/e","0","0","4750","258","118","0","0","0","","0","1404","2828","0","7115","56","94","5703","240","0","12069"
"Spain (ES)","02.01.2021 13:00 - 02.01.2021 14:00 (CET/CEST)","478","n/e","0","0","5003","258","118","0","0","0","","0","1414","2990","0","7115","55","94","5831","238","0","12142"
"Spain (ES)","02.01.2021 14:00 - 02.01.2021 15:00 (CET/CEST)","487","n/e","0","0","4869","258","118","0","0","0","","0","1419","3050","0","7115","55","92","5705","239","0","12330"
"Spain (ES)","02.01.2021 15:00 - 02.01.2021 16:00 (CET/CEST)","483","n/e","0","0","4981","258","121","0","0","0","","166","1411","2675","0","7115","55","92","5297","246","0","12310"
"Spain (ES)","02.01.2021 16:00 - 02.01.2021 17:00 (CET/CEST)","486","n/e","0","0","5166","258","123","0","0","0","","166","1426","3219","0","7116","55","94","3936","246","0","12113"
"Spain (ES)","02.01.2021 17:00 - 02.01.2021 18:00 (CET/CEST)","490","n/e","0","0","5918","258","127","0","0","0","","0","1445","5257","0","7115","55","94","1525","248","0","11789"
"Spain (ES)","02.01.2021 18:00 - 02.01.2021 19:00 (CET/CEST)","484","n/e","0","0","6377","258","131","0","0","0","","0","1496","7810","0","7117","56","95","235","252","0","11613"
"Spain (ES)","02.01.2021 19:00 - 02.01.2021 20:00 (CET/CEST)","490","n/e","0","0","6520","258","131","0","0","0","","0","1492","8691","0","7119","56","95","41","251","0","11641"
"Spain (ES)","02.01.2021 20:00 - 02.01.2021 21:00 (CET/CEST)","504","n/e","0","0","6493","258","130","0","0","0","","0","1510","8313","0","7119","56","96","19","239","0","11425"
"Spain (ES)","02.01.2021 21:00 - 02.01.2021 22:00 (CET/CEST)","501","n/e","0","0","6097","258","131","0","0","0","","0","1479","6689","0","7120","56","93","19","242","0","11282"
"Spain (ES)","02.01.2021 22:00 - 02.01.2021 23:00 (CET/CEST)","497","n/e","0","0","5860","258","131","0","0","0","","0","1421","6478","0","7119","55","92","19","241","0","11216"
"Spain (ES)","02.01.2021 23:00 - 03.01.2021 00:00 (CET/CEST)","465","n/e","0","0","5827","258","131","0","0","0","","0","1386","4119","0","7121","54","88","20","240","0","11078"
"Spain (ES)","03.01.2021 00:00 - 03.01.2021 01:00 (CET/CEST)","462","n/e","0","0","5965","258","107","0","0","0","","11","1371","2862","0","7121","54","89","20","249","0","10886"
"Spain (ES)","03.01.2021 01:00 - 03.01.2021 02:00 (CET/CEST)","472","n/e","0","0","5203","258","105","0","0","0","","233","1347","2215","0","7120","54","88","20","269","0","10893"
"Spain (ES)","03.01.2021 02:00 - 03.01.2021 03:00 (CET/CEST)","474","n/e","0","0","4669","258","95","0","0","0","","1306","1313","2005","0","7120","54","87","20","278","0","10613"
"Spain (ES)","03.01.2021 03:00 - 03.01.2021 04:00 (CET/CEST)","469","n/e","0","0","4585","258","95","0","0","0","","2584","1256","1935","0","7119","54","87","19","272","0","10386"
"Spain (ES)","03.01.2021 04:00 - 03.01.2021 05:00 (CET/CEST)","469","n/e","0","0","4561","258","96","0","0","0","","2927","1202","1969","0","7119","55","85","20","271","0","10293"
"Spain (ES)","03.01.2021 05:00 - 03.01.2021 06:00 (CET/CEST)","479","n/e","0","0","4665","258","95","0","0","0","","3018","1206","1820","0","7115","54","86","20","277","0","10200"
"Spain (ES)","03.01.2021 06:00 - 03.01.2021 07:00 (CET/CEST)","479","n/e","0","0","4717","258","95","0","0","0","","2913","1202","2009","0","7119","53","85","19","273","0","9993"
"Spain (ES)","03.01.2021 07:00 - 03.01.2021 08:00 (CET/CEST)","471","n/e","0","0","4831","258","97","0","0","0","","2573","1297","2223","0","7119","54","86","19","274","0","9735"
"Spain (ES)","03.01.2021 08:00 - 03.01.2021 09:00 (CET/CEST)","450","n/e","0","0","4905","258","102","0","0","0","","1188","1318","2440","0","7118","55","86","75","275","0","9460"
"Spain (ES)","03.01.2021 09:00 - 03.01.2021 10:00 (CET/CEST)","444","n/e","0","0","5451","258","109","0","0","0","","434","1383","3030","0","7118","55","90","1503","276","0","8830"
"Spain (ES)","03.01.2021 10:00 - 03.01.2021 11:00 (CET/CEST)","446","n/e","0","0","5246","258","110","0","0","0","","100","1397","3828","0","7117","55","94","3970","273","0","8341"
"Spain (ES)","03.01.2021 11:00 - 03.01.2021 12:00 (CET/CEST)","428","n/e","0","0","5407","258","110","0","0","0","","0","1421","4097","0","7116","55","91","5294","268","0","8400"
"Spain (ES)","03.01.2021 12:00 - 03.01.2021 13:00 (CET/CEST)","418","n/e","0","0","5124","258","109","0","0","0","","0","1384","4018","0","7117","55","88","5965","266","0","9056"
"Spain (ES)","03.01.2021 13:00 - 03.01.2021 14:00 (CET/CEST)","432","n/e","0","0","4862","258","110","0","0","0","","0","1375","3400","0","7117","55","89","6222","267","0","9775"
"Spain (ES)","03.01.2021 14:00 - 03.01.2021 15:00 (CET/CEST)","431","n/e","0","0","4693","258","110","0","0","0","","0","1378","2856","0","7117","55","89","6208","266","0","10189"
"Spain (ES)","03.01.2021 15:00 - 03.01.2021 16:00 (CET/CEST)","426","n/e","0","0","4373","258","108","0","0","0","","0","1370","2776","0","7117","55","90","5954","259","0","10199"
"Spain (ES)","03.01.2021 16:00 - 03.01.2021 17:00 (CET/CEST)","427","n/e","0","0","5018","258","114","0","0","0","","0","1381","2724","0","7118","53","93","4558","263","0","9703"
"Spain (ES)","03.01.2021 17:00 - 03.01.2021 18:00 (CET/CEST)","435","n/e","0","0","6229","258","134","0","0","0","","0","1410","5269","0","7118","55","95","1773","269","0","8837"
"Spain (ES)","03.01.2021 18:00 - 03.01.2021 19:00 (CET/CEST)","448","n/e","0","0","6680","258","136","0","0","0","","0","1426","6922","0","7119","55","89","224","267","0","8556"
"Spain (ES)","03.01.2021 19:00 - 03.01.2021 20:00 (CET/CEST)","448","n/e","0","0","6756","258","135","0","0","0","","0","1482","7693","0","7119","56","90","26","265","0","8225"
"Spain (ES)","03.01.2021 20:00 - 03.01.2021 21:00 (CET/CEST)","449","n/e","0","0","6989","258","136","0","0","0","","0","1486","7752","0","7119","56","89","24","269","0","8060"
"Spain (ES)","03.01.2021 21:00 - 03.01.2021 22:00 (CET/CEST)","456","n/e","0","0","7121","258","136","0","0","0","","0","1448","7506","0","7120","55","88","24","271","0","8337"
"Spain (ES)","03.01.2021 22:00 - 03.01.2021 23:00 (CET/CEST)","450","n/e","0","0","6330","258","136","0","0","0","","0","1404","7458","0","7120","55","87","24","263","0","7818"
"Spain (ES)","03.01.2021 23:00 - 04.01.2021 00:00 (CET/CEST)","451","n/e","0","0","5563","261","135","0","0","0","","0","1367","6819","0","7120","55","88","23","264","0","6764"
"Spain (ES)","04.01.2021 00:00 - 04.01.2021 01:00 (CET/CEST)","460","n/e","0","0","5640","267","111","0","0","0","","0","1347","4127","0","7119","54","86","10","263","0","6242"
"Spain (ES)","04.01.2021 01:00 - 04.01.2021 02:00 (CET/CEST)","460","n/e","0","0","5661","267","109","0","0","0","","239","1322","3302","0","7121","54","85","8","263","0","6155"
"Spain (ES)","04.01.2021 02:00 - 04.01.2021 03:00 (CET/CEST)","463","n/e","0","0","4916","267","109","0","0","0","","408","1314","3188","0","7121","55","85","8","265","0","6241"
"Spain (ES)","04.01.2021 03:00 - 04.01.2021 04:00 (CET/CEST)","460","n/e","0","0","4847","267","110","0","0","0","","1107","1314","2883","0","7119","55","84","8","265","0","6056"
"Spain (ES)","04.01.2021 04:00 - 04.01.2021 05:00 (CET/CEST)","461","n/e","0","0","4846","267","110","0","0","0","","1244","1309","2874","0","7119","55","84","8","263","0","5955"
"Spain (ES)","04.01.2021 05:00 - 04.01.2021 06:00 (CET/CEST)","459","n/e","0","0","5059","267","118","0","0","0","","385","1306","3265","0","7121","55","83","8","261","0","5861"
"Spain (ES)","04.01.2021 06:00 - 04.01.2021 07:00 (CET/CEST)","449","n/e","0","0","5707","275","134","0","0","0","","3","1327","5221","0","7119","56","87","11","263","0","5801"
"Spain (ES)","04.01.2021 07:00 - 04.01.2021 08:00 (CET/CEST)","432","n/e","0","0","7086","301","141","0","0","0","","0","1380","6846","0","7117","56","86","14","267","0","5729"
"Spain (ES)","04.01.2021 08:00 - 04.01.2021 09:00 (CET/CEST)","427","n/e","0","0","8375","335","160","0","0","0","","0","1444","7117","0","7117","55","82","66","264","0","5571"
"Spain (ES)","04.01.2021 09:00 - 04.01.2021 10:00 (CET/CEST)","427","n/e","0","0","8543","381","162","0","0","0","","0","1482","7992","0","7115","55","82","1221","269","0","5236"
"Spain (ES)","04.01.2021 10:00 - 04.01.2021 11:00 (CET/CEST)","432","n/e","0","0","8892","425","168","0","0","0","","0","1472","8169","0","7116","54","85","3064","267","0","4847"
"Spain (ES)","04.01.2021 11:00 - 04.01.2021 12:00 (CET/CEST)","446","n/e","0","0","9357","461","168","0","0","0","","0","1452","7857","0","7115","55","86","4007","274","0","5122"
"Spain (ES)","04.01.2021 12:00 - 04.01.2021 13:00 (CET/CEST)","434","n/e","0","0","8997","468","189","0","0","0","","0","1424","7663","0","7115","56","87","4343","274","0","5697"
"Spain (ES)","04.01.2021 13:00 - 04.01.2021 14:00 (CET/CEST)","433","n/e","0","0","9027","468","196","0","0","0","","0","1428","7860","0","7112","56","95","4376","272","0","5982"
"Spain (ES)","04.01.2021 14:00 - 04.01.2021 15:00 (CET/CEST)","451","n/e","0","0","9324","450","195","0","0","0","","0","1417","7996","0","7111","58","96","4107","272","0","6080"
"Spain (ES)","04.01.2021 15:00 - 04.01.2021 16:00 (CET/CEST)","440","n/e","0","0","9367","395","196","0","0","0","","0","1396","8202","0","7112","63","97","3448","276","0","6087"
"Spain (ES)","04.01.2021 16:00 - 04.01.2021 17:00 (CET/CEST)","454","n/e","0","0","9651","357","198","0","0","0","","0","1404","7913","0","7113","63","98","2236","279","0","5525"
"Spain (ES)","04.01.2021 17:00 - 04.01.2021 18:00 (CET/CEST)","459","n/e","0","0","10340","483","202","0","0","0","","0","1439","8106","0","7115","64","100","774","286","0","4569"
"Spain (ES)","04.01.2021 18:00 - 04.01.2021 19:00 (CET/CEST)","465","n/e","0","0","10663","615","203","0","0","0","","0","1488","8401","0","7117","63","98","128","284","0","4313"
"Spain (ES)","04.01.2021 19:00 - 04.01.2021 20:00 (CET/CEST)","454","n/e","0","0","10456","592","203","0","0","0","","0","1522","8566","0","7119","62","98","56","286","0","4886"
"Spain (ES)","04.01.2021 20:00 - 04.01.2021 21:00 (CET/CEST)","455","n/e","0","0","9910","512","203","0","0","0","","0","1507","8226","0","7119","63","101","54","300","0","5083"
"Spain (ES)","04.01.2021 21:00 - 04.01.2021 22:00 (CET/CEST)","459","n/e","0","0","9967","483","203","0","0","0","","0","1511","8031","0","7121","61","97","54","297","0","5194"
"Spain (ES)","04.01.2021 22:00 - 04.01.2021 23:00 (CET/CEST)","457","n/e","0","0","9828","357","202","0","0","0","","0","1501","7481","0","7119","56","98","46","297","0","5084"
"Spain (ES)","04.01.2021 23:00 - 05.01.2021 00:00 (CET/CEST)","446","n/e","0","0","7833","322","202","0","0","0","","0","1442","6916","0","7119","55","98","38","297","0","4779"
"Spain (ES)","05.01.2021 00:00 - 05.01.2021 01:00 (CET/CEST)","452","n/e","0","0","6124","331","195","0","0","0","","51","1409","6330","0","7118","55","94","38","296","0","4406"
"Spain (ES)","05.01.2021 01:00 - 05.01.2021 02:00 (CET/CEST)","445","n/e","0","0","5744","350","183","0","0","0","","439","1345","5628","0","7120","56","96","38","294","0","4122"
"Spain (ES)","05.01.2021 02:00 - 05.01.2021 03:00 (CET/CEST)","452","n/e","0","0","4916","336","171","0","0","0","","836","1317","4642","0","7121","55","98","38","291","0","4166"
"Spain (ES)","05.01.2021 03:00 - 05.01.2021 04:00 (CET/CEST)","451","n/e","0","0","4866","336","168","0","0","0","","1146","1311","4106","0","7122","55","98","38","287","0","4261"
"Spain (ES)","05.01.2021 04:00 - 05.01.2021 05:00 (CET/CEST)","452","n/e","0","0","4799","353","168","0","0","0","","1412","1315","4028","0","7123","55","96","38","295","0","4032"
"Spain (ES)","05.01.2021 05:00 - 05.01.2021 06:00 (CET/CEST)","457","n/e","0","0","5127","397","166","0","0","0","","1417","1319","4768","0","7122","56","97","38","295","0","3730"
"Spain (ES)","05.01.2021 06:00 - 05.01.2021 07:00 (CET/CEST)","449","n/e","0","0","5767","413","168","0","0","0","","528","1345","5638","0","7122","56","101","38","289","0","3650"
"Spain (ES)","05.01.2021 07:00 - 05.01.2021 08:00 (CET/CEST)","448","n/e","0","0","7440","485","193","0","0","0","","0","1392","5813","0","7121","61","100","38","289","0","3456"
"Spain (ES)","05.01.2021 08:00 - 05.01.2021 09:00 (CET/CEST)","457","n/e","0","0","8275","619","197","0","0","0","","0","1407","6754","0","7121","66","96","66","292","0","3193"
"Spain (ES)","05.01.2021 09:00 - 05.01.2021 10:00 (CET/CEST)","462","n/e","0","0","8751","676","202","0","0","0","","0","1443","7561","0","7121","75","97","916","289","0","2880"
"Spain (ES)","05.01.2021 10:00 - 05.01.2021 11:00 (CET/CEST)","459","n/e","0","0","8826","778","214","0","0","0","","0","1437","7414","0","7122","72","99","2868","280","0","2317"
"Spain (ES)","05.01.2021 11:00 - 05.01.2021 12:00 (CET/CEST)","458","n/e","0","0","8674","818","214","0","0","0","","0","1420","7412","0","7122","70","100","4047","287","0","2124"
"Spain (ES)","05.01.2021 12:00 - 05.01.2021 13:00 (CET/CEST)","446","n/e","0","0","8602","820","214","0","0","0","","0","1397","7075","0","7120","71","103","4744","289","0","2087"
"Spain (ES)","05.01.2021 13:00 - 05.01.2021 14:00 (CET/CEST)","442","n/e","0","0","8706","828","213","0","0","0","","0","1402","6824","0","7119","71","107","5024","293","0","2364"
"Spain (ES)","05.01.2021 14:00 - 05.01.2021 15:00 (CET/CEST)","442","n/e","0","0","8602","828","214","0","0","0","","0","1432","6631","0","7121","72","105","4782","286","0","2454"
"Spain (ES)","05.01.2021 15:00 - 05.01.2021 16:00 (CET/CEST)","454","n/e","0","0","9349","828","214","0","0","0","","0","1431","6493","0","7122","71","103","4087","285","0","2398"
"Spain (ES)","05.01.2021 16:00 - 05.01.2021 17:00 (CET/CEST)","465","n/e","0","0","9255","828","213","0","0","0","","0","1413","5985","0","7121","71","107","2869","283","0","2381"
"Spain (ES)","05.01.2021 17:00 - 05.01.2021 18:00 (CET/CEST)","451","n/e","0","0","9663","866","215","0","0","0","","0","1456","6985","0","7120","69","105","1052","287","0","2248"
"Spain (ES)","05.01.2021 18:00 - 05.01.2021 19:00 (CET/CEST)","446","n/e","0","0","10130","991","209","0","0","0","","0","1489","8417","0","7120","68","104","363","285","0","2275"
"Spain (ES)","05.01.2021 19:00 - 05.01.2021 20:00 (CET/CEST)","445","n/e","0","0","9729","1027","208","0","0","0","","0","1511","8876","0","7120","61","105","107","282","0","2524"
"Spain (ES)","05.01.2021 20:00 - 05.01.2021 21:00 (CET/CEST)","434","n/e","0","0","9596","1046","208","0","0","0","","0","1513","9034","0","7121","59","103","45","291","0","2753"
"Spain (ES)","05.01.2021 21:00 - 05.01.2021 22:00 (CET/CEST)","452","n/e","0","0","9548","1070","200","0","0","0","","0","1474","7871","0","7121","58","101","45","298","0","3016"
"Spain (ES)","05.01.2021 22:00 - 05.01.2021 23:00 (CET/CEST)","465","n/e","0","0","8825","1099","196","0","0","0","","0","1438","6468","0","7122","53","102","45","302","0","3094"
"Spain (ES)","05.01.2021 23:00 - 06.01.2021 00:00 (CET/CEST)","464","n/e","0","0","7555","1063","195","0","0","0","","0","1374","5556","0","7123","53","102","46","307","0","3076"
"Spain (ES)","06.01.2021 00:00 - 06.01.2021 01:00 (CET/CEST)","452","n/e","0","0","5286","1117","190","0","0","0","","67","1343","5602","0","7123","53","102","46","293","0","3090"
"Spain (ES)","06.01.2021 01:00 - 06.01.2021 02:00 (CET/CEST)","461","n/e","0","0","4968","1196","188","0","0","0","","718","1305","4928","0","7123","48","102","46","296","0","3098"
"Spain (ES)","06.01.2021 02:00 - 06.01.2021 03:00 (CET/CEST)","473","n/e","0","0","4525","1124","176","0","0","0","","1117","1288","4678","0","7122","45","100","46","294","0","3107"
"Spain (ES)","06.01.2021 03:00 - 06.01.2021 04:00 (CET/CEST)","460","n/e","0","0","4607","943","175","0","0","0","","1939","1319","4691","0","7123","50","101","46","293","0","2911"
"Spain (ES)","06.01.2021 04:00 - 06.01.2021 05:00 (CET/CEST)","470","n/e","0","0","4706","843","176","0","0","0","","2019","1292","4582","0","7122","53","100","46","299","0","2742"
"Spain (ES)","06.01.2021 05:00 - 06.01.2021 06:00 (CET/CEST)","450","n/e","0","0","4736","821","174","0","0","0","","2016","1288","4653","0","7122","54","97","46","299","0","2629"
"Spain (ES)","06.01.2021 06:00 - 06.01.2021 07:00 (CET/CEST)","449","n/e","0","0","4875","949","175","0","0","0","","2011","1295","4990","0","7121","53","93","45","296","0","2410"
"Spain (ES)","06.01.2021 07:00 - 06.01.2021 08:00 (CET/CEST)","447","n/e","0","0","6142","1105","182","0","0","0","","1132","1324","5825","0","7122","54","95","45","297","0","2236"
"Spain (ES)","06.01.2021 08:00 - 06.01.2021 09:00 (CET/CEST)","441","n/e","0","0","6639","1189","190","0","0","0","","756","1335","6397","0","7119","53","96","84","296","0","2237"
"Spain (ES)","06.01.2021 09:00 - 06.01.2021 10:00 (CET/CEST)","434","n/e","0","0","7228","1204","191","0","0","0","","262","1410","6901","0","7120","53","97","990","288","0","2161"
"Spain (ES)","06.01.2021 10:00 - 06.01.2021 11:00 (CET/CEST)","428","n/e","0","0","7355","1232","191","0","0","0","","0","1432","7287","0","7120","53","98","2574","289","0","2022"
"Spain (ES)","06.01.2021 11:00 - 06.01.2021 12:00 (CET/CEST)","403","n/e","0","0","7087","1265","190","0","0","0","","0","1424","6833","0","7119","52","103","3717","290","0","2134"
"Spain (ES)","06.01.2021 12:00 - 06.01.2021 13:00 (CET/CEST)","430","n/e","0","0","6826","1266","189","0","0","0","","0","1408","6094","0","7119","51","102","4154","287","0","2287"
"Spain (ES)","06.01.2021 13:00 - 06.01.2021 14:00 (CET/CEST)","429","n/e","0","0","6401","1266","191","0","0","0","","0","1386","5774","0","7121","51","102","4231","310","0","2509"
"Spain (ES)","06.01.2021 14:00 - 06.01.2021 15:00 (CET/CEST)","424","n/e","0","0","6072","1266","192","0","0","0","","0","1382","5269","0","7122","51","100","4211","300","0","2709"
"Spain (ES)","06.01.2021 15:00 - 06.01.2021 16:00 (CET/CEST)","440","n/e","0","0","6357","1262","192","0","0","0","","0","1360","5668","0","7120","51","100","3014","318","0","2762"
"Spain (ES)","06.01.2021 16:00 - 06.01.2021 17:00 (CET/CEST)","440","n/e","0","0","7027","1267","192","0","0","0","","0","1381","5986","0","7120","52","101","1531","321","0","2784"
"Spain (ES)","06.01.2021 17:00 - 06.01.2021 18:00 (CET/CEST)","445","n/e","0","0","8050","1264","201","0","0","0","","0","1430","7130","0","7120","52","99","304","313","0","2853"
"Spain (ES)","06.01.2021 18:00 - 06.01.2021 19:00 (CET/CEST)","450","n/e","0","0","8283","1261","204","0","0","0","","0","1490","7746","0","7119","52","98","43","315","0","3257"
"Spain (ES)","06.01.2021 19:00 - 06.01.2021 20:00 (CET/CEST)","446","n/e","0","0","8510","1262","204","0","0","0","","0","1507","7682","0","7120","53","96","38","319","0","3325"
"Spain (ES)","06.01.2021 20:00 - 06.01.2021 21:00 (CET/CEST)","448","n/e","0","0","7549","1309","204","0","0","0","","0","1500","6915","0","7119","53","95","39","315","0","3837"
"Spain (ES)","06.01.2021 21:00 - 06.01.2021 22:00 (CET/CEST)","454","n/e","0","0","7938","1357","203","0","0","0","","0","1462","6257","0","7120","54","94","39","313","0","4138"
"Spain (ES)","06.01.2021 22:00 - 06.01.2021 23:00 (CET/CEST)","447","n/e","0","0","7661","1354","195","0","0","0","","92","1396","6053","0","7121","54","94","39","313","0","4421"
