"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Spain (ES)","19.03.2021 05:00 - 19.03.2021 06:00 (CET/CEST)","366","n/e","0","0","3675","305","115","0","0","0","","627","924","2208","0","6102","57","107","41","287","0","11331"
"Spain (ES)","19.03.2021 06:00 - 19.03.2021 07:00 (CET/CEST)","371","n/e","0","0","3614","301","115","0","0","0","","188","915","2696","0","6104","56","105","40","288","0","10995"
"Spain (ES)","19.03.2021 07:00 - 19.03.2021 08:00 (CET/CEST)","372","n/e","0","0","3569","305","112","0","0","0","","21","943","3794","0","6103","58","104","158","279","0","11157"
"Spain (ES)","19.03.2021 08:00 - 19.03.2021 09:00 (CET/CEST)","373","n/e","0","0","3894","307","112","0","0","0","","144","987","4685","0","6101","56","108","1680","278","0","10589"
"Spain (ES)","19.03.2021 09:00 - 19.03.2021 10:00 (CET/CEST)","369","n/e","0","0","4069","331","112","0","0","0","","156","1002","4940","0","6101","57","109","3915","282","0","10472"
"Spain (ES)","19.03.2021 10:00 - 19.03.2021 11:00 (CET/CEST)","373","n/e","0","0","4045","375","116","0","0","0","","155","983","4667","0","6101","56","108","5686","281","0","10535"
"Spain (ES)","19.03.2021 11:00 - 19.03.2021 12:00 (CET/CEST)","377","n/e","0","0","3955","432","125","0","0","0","","155","972","4330","0","6101","55","111","6340","276","0","11024"
"Spain (ES)","19.03.2021 12:00 - 19.03.2021 13:00 (CET/CEST)","377","n/e","0","0","4101","481","124","0","0","0","","155","993","4126","0","6100","56","110","6265","278","0","11811"
"Spain (ES)","19.03.2021 13:00 - 19.03.2021 14:00 (CET/CEST)","375","n/e","0","0","4017","458","121","0","0","0","","353","979","3801","0","6100","55","108","6013","281","0","12405"
"Spain (ES)","19.03.2021 14:00 - 19.03.2021 15:00 (CET/CEST)","370","n/e","0","0","3494","390","124","0","0","0","","610","969","2588","0","6101","56","110","5647","278","0","13814"
"Spain (ES)","19.03.2021 15:00 - 19.03.2021 16:00 (CET/CEST)","372","n/e","0","0","3194","359","125","0","0","0","","701","982","2392","0","6099","59","109","5269","274","0","14505"
"Spain (ES)","19.03.2021 16:00 - 19.03.2021 17:00 (CET/CEST)","360","n/e","0","0","3128","352","125","0","0","0","","774","996","2157","0","6099","58","109","4584","272","0","15061"
"Spain (ES)","19.03.2021 17:00 - 19.03.2021 18:00 (CET/CEST)","366","n/e","0","0","3302","345","125","0","0","0","","745","987","2443","0","6099","52","108","3745","275","0","15247"
"Spain (ES)","19.03.2021 18:00 - 19.03.2021 19:00 (CET/CEST)","371","n/e","0","0","3455","329","125","0","0","0","","106","1021","2652","0","6099","52","109","1992","278","0","15312"
"Spain (ES)","19.03.2021 19:00 - 19.03.2021 20:00 (CET/CEST)","377","n/e","0","0","3881","322","128","0","0","0","","0","1080","3834","0","6100","51","102","450","280","0","15054"
"Spain (ES)","19.03.2021 20:00 - 19.03.2021 21:00 (CET/CEST)","383","n/e","0","0","4034","288","128","0","0","0","","0","1099","5417","0","6100","52","106","164","279","0","14823"
"Spain (ES)","19.03.2021 21:00 - 19.03.2021 22:00 (CET/CEST)","388","n/e","0","0","4067","280","128","0","0","0","","0","1095","5407","0","6101","50","108","92","281","0","14367"
"Spain (ES)","19.03.2021 22:00 - 19.03.2021 23:00 (CET/CEST)","386","n/e","0","0","3692","280","128","0","0","0","","0","1067","4460","0","6101","50","108","87","279","0","14118"
"Spain (ES)","19.03.2021 23:00 - 20.03.2021 00:00 (CET/CEST)","372","n/e","0","0","3631","280","125","0","0","0","","7","1068","2657","0","6101","50","107","63","277","0","14093"
"Spain (ES)","20.03.2021 00:00 - 20.03.2021 01:00 (CET/CEST)","358","n/e","0","0","3372","286","108","0","0","0","","802","1050","1890","0","6101","49","99","17","278","0","13918"
"Spain (ES)","20.03.2021 01:00 - 20.03.2021 02:00 (CET/CEST)","365","n/e","0","0","3574","287","108","0","0","0","","1510","1028","1858","0","6102","46","97","11","281","0","13566"
"Spain (ES)","20.03.2021 02:00 - 20.03.2021 03:00 (CET/CEST)","371","n/e","0","0","3453","280","108","0","0","0","","2170","994","1212","0","6100","46","97","10","287","0","13705"
"Spain (ES)","20.03.2021 03:00 - 20.03.2021 04:00 (CET/CEST)","368","n/e","0","0","3375","281","108","0","0","0","","2820","1008","1142","0","6102","45","98","9","285","0","13890"
"Spain (ES)","20.03.2021 04:00 - 20.03.2021 05:00 (CET/CEST)","372","n/e","0","0","3365","280","108","0","0","0","","3150","1002","890","0","6101","47","98","2","283","0","14223"
"Spain (ES)","20.03.2021 05:00 - 20.03.2021 06:00 (CET/CEST)","377","n/e","0","0","3618","280","108","0","0","0","","3204","998","1135","0","6101","52","97","2","285","0","14337"
"Spain (ES)","20.03.2021 06:00 - 20.03.2021 07:00 (CET/CEST)","372","n/e","0","0","3503","280","108","0","0","0","","3083","1017","1135","0","6101","53","93","2","288","0","14858"
"Spain (ES)","20.03.2021 07:00 - 20.03.2021 08:00 (CET/CEST)","369","n/e","0","0","3396","280","110","0","0","0","","3051","1022","1079","0","6100","53","93","186","280","0","15204"
"Spain (ES)","20.03.2021 08:00 - 20.03.2021 09:00 (CET/CEST)","366","n/e","0","0","3491","280","107","0","0","0","","2693","1007","1667","0","6099","53","101","2471","283","0","15128"
"Spain (ES)","20.03.2021 09:00 - 20.03.2021 10:00 (CET/CEST)","372","n/e","0","0","3057","280","107","0","0","0","","2435","1017","1160","0","6099","52","103","5636","285","0","15510"
"Spain (ES)","20.03.2021 10:00 - 20.03.2021 11:00 (CET/CEST)","374","n/e","0","0","2852","289","110","0","0","0","","2926","1000","809","0","6100","52","103","7986","285","0","15980"
"Spain (ES)","20.03.2021 11:00 - 20.03.2021 12:00 (CET/CEST)","369","n/e","0","0","2944","307","102","0","0","0","","3216","1005","919","0","6100","53","100","8608","294","0","16436"
"Spain (ES)","20.03.2021 12:00 - 20.03.2021 13:00 (CET/CEST)","373","n/e","0","0","3177","338","102","0","0","0","","3466","991","1078","0","6099","52","98","8525","294","0","16557"
"Spain (ES)","20.03.2021 13:00 - 20.03.2021 14:00 (CET/CEST)","378","n/e","0","0","3198","352","110","0","0","0","","3358","983","1363","0","6101","53","100","8510","289","0","16378"
"Spain (ES)","20.03.2021 14:00 - 20.03.2021 15:00 (CET/CEST)","379","n/e","0","0","3262","354","110","0","0","0","","3110","1006","1240","0","6101","52","104","8183","283","0","16092"
"Spain (ES)","20.03.2021 15:00 - 20.03.2021 16:00 (CET/CEST)","369","n/e","0","0","2914","356","110","0","0","0","","2569","1013","1144","0","6101","52","103","7939","283","0","15740"
"Spain (ES)","20.03.2021 16:00 - 20.03.2021 17:00 (CET/CEST)","369","n/e","0","0","2800","368","110","0","0","0","","2711","992","816","0","6101","53","104","7227","290","0","15907"
"Spain (ES)","20.03.2021 17:00 - 20.03.2021 18:00 (CET/CEST)","374","n/e","0","0","3161","343","111","0","0","0","","2284","996","1087","0","6100","55","102","5803","287","0","15604"
"Spain (ES)","20.03.2021 18:00 - 20.03.2021 19:00 (CET/CEST)","379","n/e","0","0","3273","336","111","0","0","0","","996","1019","1245","0","6101","56","102","3094","286","0","15098"
"Spain (ES)","20.03.2021 19:00 - 20.03.2021 20:00 (CET/CEST)","388","n/e","0","0","3428","328","111","0","0","0","","4","1043","3054","0","6100","56","107","843","286","0","14593"
"Spain (ES)","20.03.2021 20:00 - 20.03.2021 21:00 (CET/CEST)","391","n/e","0","0","3674","334","111","0","0","0","","0","1099","4749","0","6100","57","107","503","295","0","14428"
"Spain (ES)","20.03.2021 21:00 - 20.03.2021 22:00 (CET/CEST)","391","n/e","0","0","3721","322","111","0","0","0","","0","1119","5168","0","6100","58","103","483","286","0","14139"
"Spain (ES)","20.03.2021 22:00 - 20.03.2021 23:00 (CET/CEST)","376","n/e","0","0","3641","282","111","0","0","0","","0","1109","3818","0","6100","58","100","461","283","0","13733"
"Spain (ES)","20.03.2021 23:00 - 21.03.2021 00:00 (CET/CEST)","364","n/e","0","0","3695","275","111","0","0","0","","0","1071","2861","0","6101","58","101","383","279","0","13487"
"Spain (ES)","21.03.2021 00:00 - 21.03.2021 01:00 (CET/CEST)","373","n/e","0","0","3775","275","108","0","0","0","","191","1017","1816","0","6101","56","98","355","286","0","13650"
"Spain (ES)","21.03.2021 01:00 - 21.03.2021 02:00 (CET/CEST)","366","n/e","0","0","3864","275","108","0","0","0","","1295","1000","1419","0","6100","53","97","278","293","0","13379"
"Spain (ES)","21.03.2021 02:00 - 21.03.2021 03:00 (CET/CEST)","354","n/e","0","0","3934","275","108","0","0","0","","1637","1001","1185","0","6102","55","96","203","279","0","12978"
"Spain (ES)","21.03.2021 03:00 - 21.03.2021 04:00 (CET/CEST)","361","n/e","0","0","3957","275","108","0","0","0","","1219","996","1132","0","6102","53","93","122","280","0","12720"
"Spain (ES)","21.03.2021 04:00 - 21.03.2021 05:00 (CET/CEST)","359","n/e","0","0","3829","275","108","0","0","0","","1300","983","1089","0","6102","54","94","120","278","0","12689"
"Spain (ES)","21.03.2021 05:00 - 21.03.2021 06:00 (CET/CEST)","380","n/e","0","0","3976","275","108","0","0","0","","1285","982","1231","0","6103","52","99","120","279","0","12497"
"Spain (ES)","21.03.2021 06:00 - 21.03.2021 07:00 (CET/CEST)","379","n/e","0","0","4067","275","108","0","0","0","","1495","979","1332","0","6104","53","99","120","285","0","12272"
"Spain (ES)","21.03.2021 07:00 - 21.03.2021 08:00 (CET/CEST)","377","n/e","0","0","3936","292","109","0","0","0","","1336","979","1277","0","6104","53","98","392","279","0","12081"
"Spain (ES)","21.03.2021 08:00 - 21.03.2021 09:00 (CET/CEST)","369","n/e","0","0","3671","310","110","0","0","0","","1390","979","1194","0","6104","53","98","2994","280","0","11522"
"Spain (ES)","21.03.2021 09:00 - 21.03.2021 10:00 (CET/CEST)","331","n/e","0","0","3468","303","110","0","0","0","","1820","965","1008","0","6102","53","97","6554","261","0","11561"
"Spain (ES)","21.03.2021 10:00 - 21.03.2021 11:00 (CET/CEST)","321","n/e","0","0","3012","311","110","0","0","0","","2786","957","1067","0","6101","53","98","9026","255","0","12128"
"Spain (ES)","21.03.2021 11:00 - 21.03.2021 12:00 (CET/CEST)","369","n/e","0","0","2964","358","110","0","0","0","","2899","967","1133","0","6100","52","98","9766","282","0","12315"
"Spain (ES)","21.03.2021 12:00 - 21.03.2021 13:00 (CET/CEST)","371","n/e","0","0","2935","405","110","0","0","0","","2837","959","1000","0","6100","52","100","10085","282","0","12208"
"Spain (ES)","21.03.2021 13:00 - 21.03.2021 14:00 (CET/CEST)","377","n/e","0","0","3089","355","110","0","0","0","","2543","953","1018","0","6100","53","99","10165","282","0","12190"
"Spain (ES)","21.03.2021 14:00 - 21.03.2021 15:00 (CET/CEST)","369","n/e","0","0","3110","340","111","0","0","0","","2276","943","1063","0","6100","52","100","10079","280","0","12092"
"Spain (ES)","21.03.2021 15:00 - 21.03.2021 16:00 (CET/CEST)","359","n/e","0","0","2935","310","111","0","0","0","","2582","925","655","0","6098","52","98","9738","282","0","12306"
"Spain (ES)","21.03.2021 16:00 - 21.03.2021 17:00 (CET/CEST)","360","n/e","0","0","2866","299","109","0","0","0","","2586","935","713","0","6100","53","99","9081","284","0","12367"
"Spain (ES)","21.03.2021 17:00 - 21.03.2021 18:00 (CET/CEST)","364","n/e","0","0","3051","284","107","0","0","0","","2198","943","944","0","6099","55","98","7112","275","0","12614"
"Spain (ES)","21.03.2021 18:00 - 21.03.2021 19:00 (CET/CEST)","369","n/e","0","0","3366","284","107","0","0","0","","643","980","1498","0","6100","57","97","3615","278","0","12687"
"Spain (ES)","21.03.2021 19:00 - 21.03.2021 20:00 (CET/CEST)","377","n/e","0","0","4023","284","107","0","0","0","","75","1125","3930","0","6099","58","98","1023","291","0","12532"
"Spain (ES)","21.03.2021 20:00 - 21.03.2021 21:00 (CET/CEST)","392","n/e","0","0","4384","285","107","0","0","0","","75","1197","6088","0","6098","58","99","626","298","0","13079"
"Spain (ES)","21.03.2021 21:00 - 21.03.2021 22:00 (CET/CEST)","398","n/e","0","0","4372","285","107","0","0","0","","13","1173","5078","0","6096","58","100","619","300","0","13402"
"Spain (ES)","21.03.2021 22:00 - 21.03.2021 23:00 (CET/CEST)","395","n/e","0","0","4281","285","107","0","0","0","","0","1141","4631","0","6097","58","98","635","299","0","13230"
"Spain (ES)","21.03.2021 23:00 - 22.03.2021 00:00 (CET/CEST)","393","n/e","0","0","4231","284","106","0","0","0","","3","1110","3092","0","6098","60","98","633","300","0","12757"
"Spain (ES)","22.03.2021 00:00 - 22.03.2021 01:00 (CET/CEST)","394","n/e","0","0","4493","285","104","0","0","0","","212","1078","1906","0","6099","57","92","607","297","0","12341"
"Spain (ES)","22.03.2021 01:00 - 22.03.2021 02:00 (CET/CEST)","392","n/e","0","0","4753","285","103","0","0","0","","259","1059","1895","0","6098","56","93","511","297","0","12185"
"Spain (ES)","22.03.2021 02:00 - 22.03.2021 03:00 (CET/CEST)","390","n/e","0","0","4463","285","104","0","0","0","","395","1053","1591","0","6098","59","91","395","301","0","12229"
"Spain (ES)","22.03.2021 03:00 - 22.03.2021 04:00 (CET/CEST)","382","n/e","0","0","4412","285","104","0","0","0","","691","1042","1393","0","6099","58","92","245","304","0","12307"
"Spain (ES)","22.03.2021 04:00 - 22.03.2021 05:00 (CET/CEST)","386","n/e","0","0","4550","289","104","0","0","0","","707","1052","1641","0","6098","58","92","168","308","0","12194"
"Spain (ES)","22.03.2021 05:00 - 22.03.2021 06:00 (CET/CEST)","380","n/e","0","0","4916","328","103","0","0","0","","709","1061","1957","0","6099","57","91","144","317","0","11964"
"Spain (ES)","22.03.2021 06:00 - 22.03.2021 07:00 (CET/CEST)","366","n/e","0","0","4926","373","101","0","0","0","","546","1045","2632","0","6100","57","93","127","316","0","11955"
"Spain (ES)","22.03.2021 07:00 - 22.03.2021 08:00 (CET/CEST)","372","n/e","0","0","4983","408","112","0","0","0","","82","1134","4994","0","6100","58","92","401","311","0","11725"
"Spain (ES)","22.03.2021 08:00 - 22.03.2021 09:00 (CET/CEST)","370","n/e","0","0","4836","465","117","0","0","0","","146","1205","5519","0","6099","56","95","2984","314","0","11062"
"Spain (ES)","22.03.2021 09:00 - 22.03.2021 10:00 (CET/CEST)","379","n/e","0","0","4718","509","123","0","0","0","","154","1197","3917","0","6098","54","97","6508","308","0","10953"
"Spain (ES)","22.03.2021 10:00 - 22.03.2021 11:00 (CET/CEST)","364","n/e","0","0","4576","512","124","0","0","0","","154","1195","2977","0","6097","55","96","8937","309","0","10744"
"Spain (ES)","22.03.2021 11:00 - 22.03.2021 12:00 (CET/CEST)","374","n/e","0","0","4675","512","123","0","0","0","","237","1181","2581","0","6095","62","95","9874","309","0","10426"
"Spain (ES)","22.03.2021 12:00 - 22.03.2021 13:00 (CET/CEST)","376","n/e","0","0","4765","512","124","0","0","0","","358","1165","2914","0","6095","67","100","10150","306","0","10083"
"Spain (ES)","22.03.2021 13:00 - 22.03.2021 14:00 (CET/CEST)","376","n/e","0","0","4735","512","127","0","0","0","","358","1190","2588","0","6096","67","100","10215","301","0","9870"
"Spain (ES)","22.03.2021 14:00 - 22.03.2021 15:00 (CET/CEST)","366","n/e","0","0","4722","512","128","0","0","0","","542","1133","2169","0","6096","64","106","10148","306","0","9458"
"Spain (ES)","22.03.2021 15:00 - 22.03.2021 16:00 (CET/CEST)","367","n/e","0","0","4700","512","130","0","0","0","","562","1203","2534","0","6097","59","108","9629","305","0","9223"
"Spain (ES)","22.03.2021 16:00 - 22.03.2021 17:00 (CET/CEST)","368","n/e","0","0","4765","512","130","0","0","0","","464","1234","2675","0","6096","60","106","8634","308","0","9018"
"Spain (ES)","22.03.2021 17:00 - 22.03.2021 18:00 (CET/CEST)","367","n/e","0","0","5242","512","131","0","0","0","","153","1176","2683","0","6096","60","100","6624","314","0","8683"
"Spain (ES)","22.03.2021 18:00 - 22.03.2021 19:00 (CET/CEST)","372","n/e","0","0","6115","465","133","0","0","0","","153","1292","4819","0","6098","58","102","3340","312","0","8144"
"Spain (ES)","22.03.2021 19:00 - 22.03.2021 20:00 (CET/CEST)","375","n/e","0","0","6594","452","142","0","0","0","","152","1310","7292","0","6096","58","104","985","314","0","7872"
"Spain (ES)","22.03.2021 20:00 - 22.03.2021 21:00 (CET/CEST)","379","n/e","0","0","6776","401","143","0","0","0","","12","1357","8273","0","6097","57","102","674","316","0","7845"
"Spain (ES)","22.03.2021 21:00 - 22.03.2021 22:00 (CET/CEST)","380","n/e","0","0","7020","364","143","0","0","0","","0","1320","7856","0","6099","55","104","661","320","0","7837"
"Spain (ES)","22.03.2021 22:00 - 22.03.2021 23:00 (CET/CEST)","381","n/e","0","0","6629","331","143","0","0","0","","0","1303","7664","0","6098","57","104","653","320","0","7413"
"Spain (ES)","22.03.2021 23:00 - 23.03.2021 00:00 (CET/CEST)","380","n/e","0","0","6292","307","131","0","0","0","","0","1226","6023","0","6099","58","105","573","324","0","6850"
"Spain (ES)","23.03.2021 00:00 - 23.03.2021 01:00 (CET/CEST)","388","n/e","0","0","6006","306","122","0","0","0","","55","1184","3133","0","6100","58","103","477","313","0","6454"
"Spain (ES)","23.03.2021 01:00 - 23.03.2021 02:00 (CET/CEST)","391","n/e","0","0","5775","306","119","0","0","0","","149","1132","2127","0","6099","58","102","355","315","0","6176"
"Spain (ES)","23.03.2021 02:00 - 23.03.2021 03:00 (CET/CEST)","377","n/e","0","0","5425","306","121","0","0","0","","193","1144","1805","0","6100","58","102","294","311","0","5597"
"Spain (ES)","23.03.2021 03:00 - 23.03.2021 04:00 (CET/CEST)","355","n/e","0","0","5751","293","123","0","0","0","","105","1138","1891","0","6099","57","106","203","313","0","4824"
"Spain (ES)","23.03.2021 04:00 - 23.03.2021 05:00 (CET/CEST)","352","n/e","0","0","6017","287","123","0","0","0","","104","1133","2320","0","6089","58","109","131","317","0","4088"
"Spain (ES)","23.03.2021 05:00 - 23.03.2021 06:00 (CET/CEST)","345","n/e","0","0","6405","306","123","0","0","0","","104","1065","2684","0","6099","56","109","107","318","0","3633"
"Spain (ES)","23.03.2021 06:00 - 23.03.2021 07:00 (CET/CEST)","340","n/e","0","0","7986","355","128","0","0","0","","104","1126","5353","0","6099","57","108","96","318","0","3371"
"Spain (ES)","23.03.2021 07:00 - 23.03.2021 08:00 (CET/CEST)","349","n/e","0","0","8475","410","144","0","0","0","","104","1213","6820","0","6099","57","105","443","322","0","3006"
"Spain (ES)","23.03.2021 08:00 - 23.03.2021 09:00 (CET/CEST)","364","n/e","0","0","8588","460","147","0","0","0","","104","1232","7269","0","6099","62","107","3165","310","0","2260"
"Spain (ES)","23.03.2021 09:00 - 23.03.2021 10:00 (CET/CEST)","365","n/e","0","0","8512","510","147","0","0","0","","104","1291","6359","0","6098","64","108","6862","307","0","1424"
"Spain (ES)","23.03.2021 10:00 - 23.03.2021 11:00 (CET/CEST)","346","n/e","0","0","7851","511","138","0","0","0","","104","1256","5733","0","6098","67","110","9279","296","0","1028"
"Spain (ES)","23.03.2021 11:00 - 23.03.2021 12:00 (CET/CEST)","338","n/e","0","0","6831","511","137","0","0","0","","104","1225","4957","0","6100","66","107","10000","295","0","1054"
"Spain (ES)","23.03.2021 12:00 - 23.03.2021 13:00 (CET/CEST)","334","n/e","0","0","6471","511","138","0","0","0","","104","1210","4558","0","6098","65","104","10252","303","0","1304"
"Spain (ES)","23.03.2021 13:00 - 23.03.2021 14:00 (CET/CEST)","341","n/e","0","0","6178","511","138","0","0","0","","134","1219","3328","0","6099","62","105","10253","301","0","1666"
"Spain (ES)","23.03.2021 14:00 - 23.03.2021 15:00 (CET/CEST)","340","n/e","0","0","6040","511","128","0","0","0","","420","1184","2451","0","6096","60","106","10269","298","0","2204"
"Spain (ES)","23.03.2021 15:00 - 23.03.2021 16:00 (CET/CEST)","337","n/e","0","0","6062","511","124","0","0","0","","696","1165","2361","0","6096","61","107","9946","293","0","2610"
"Spain (ES)","23.03.2021 16:00 - 23.03.2021 17:00 (CET/CEST)","336","n/e","0","0","6092","511","125","0","0","0","","642","1176","2851","0","6095","62","107","9198","286","0","2915"
"Spain (ES)","23.03.2021 17:00 - 23.03.2021 18:00 (CET/CEST)","356","n/e","0","0","7276","511","128","0","0","0","","166","1214","4139","0","6095","56","103","7451","292","0","2990"
"Spain (ES)","23.03.2021 18:00 - 23.03.2021 19:00 (CET/CEST)","365","n/e","0","0","8066","464","141","0","0","0","","53","1318","6207","0","6094","56","102","3857","296","0","2683"
"Spain (ES)","23.03.2021 19:00 - 23.03.2021 20:00 (CET/CEST)","367","n/e","0","0","8902","449","150","0","0","0","","53","1380","7871","0","6094","56","105","1069","300","0","2499"
"Spain (ES)","23.03.2021 20:00 - 23.03.2021 21:00 (CET/CEST)","369","n/e","0","0","8519","406","152","0","0","0","","53","1410","8544","0","6095","55","107","678","298","0","2483"
"Spain (ES)","23.03.2021 21:00 - 23.03.2021 22:00 (CET/CEST)","347","n/e","0","0","8729","360","153","0","0","0","","53","1392","8312","0","6097","54","108","651","300","0","2096"
"Spain (ES)","23.03.2021 22:00 - 23.03.2021 23:00 (CET/CEST)","334","n/e","0","0","8128","355","138","0","0","0","","53","1315","7306","0","6098","54","109","650","315","0","1723"
"Spain (ES)","23.03.2021 23:00 - 24.03.2021 00:00 (CET/CEST)","325","n/e","0","0","7108","331","128","0","0","0","","53","1285","6171","0","6100","55","109","646","316","0","1366"
"Spain (ES)","24.03.2021 00:00 - 24.03.2021 01:00 (CET/CEST)","326","n/e","0","0","5892","326","119","0","0","0","","0","1230","5714","0","6099","55","107","545","311","0","1080"
"Spain (ES)","24.03.2021 01:00 - 24.03.2021 02:00 (CET/CEST)","322","n/e","0","0","5486","326","118","0","0","0","","86","1185","5183","0","6097","55","108","425","310","0","928"
"Spain (ES)","24.03.2021 02:00 - 24.03.2021 03:00 (CET/CEST)","322","n/e","0","0","5216","326","118","0","0","0","","104","1159","5026","0","6092","55","108","323","309","0","792"
"Spain (ES)","24.03.2021 03:00 - 24.03.2021 04:00 (CET/CEST)","340","n/e","0","0","5011","326","119","0","0","0","","234","1162","4935","0","6091","54","109","214","313","0","755"
"Spain (ES)","24.03.2021 04:00 - 24.03.2021 05:00 (CET/CEST)","357","n/e","0","0","5327","326","119","0","0","0","","299","1154","5047","0","6095","53","111","90","316","0","799"
"Spain (ES)","24.03.2021 05:00 - 24.03.2021 06:00 (CET/CEST)","357","n/e","0","0","5992","329","119","0","0","0","","298","1158","5343","0","6096","52","109","66","313","0","772"
"Spain (ES)","24.03.2021 06:00 - 24.03.2021 07:00 (CET/CEST)","354","n/e","0","0","7839","358","122","0","0","0","","147","1164","6114","0","6097","53","108","56","315","0","723"
"Spain (ES)","24.03.2021 07:00 - 24.03.2021 08:00 (CET/CEST)","357","n/e","0","0","8354","416","137","0","0","0","","0","1234","7476","0","6098","56","107","397","316","0","611"
"Spain (ES)","24.03.2021 08:00 - 24.03.2021 09:00 (CET/CEST)","360","n/e","0","0","8381","486","136","0","0","0","","0","1285","7296","0","6098","57","107","2938","316","0","447"
"Spain (ES)","24.03.2021 09:00 - 24.03.2021 10:00 (CET/CEST)","357","n/e","0","0","7801","518","135","0","0","0","","0","1328","6569","0","6098","60","109","6138","314","0","244"
"Spain (ES)","24.03.2021 10:00 - 24.03.2021 11:00 (CET/CEST)","334","n/e","0","0","7266","521","130","0","0","0","","38","1299","5449","0","6097","61","109","8404","290","0","209"
"Spain (ES)","24.03.2021 11:00 - 24.03.2021 12:00 (CET/CEST)","361","n/e","0","0","6413","521","128","0","0","0","","104","1248","3995","0","6096","58","109","9527","283","0","228"
"Spain (ES)","24.03.2021 12:00 - 24.03.2021 13:00 (CET/CEST)","352","n/e","0","0","6408","521","126","0","0","0","","104","1264","3595","0","6094","55","109","10008","286","0","262"
"Spain (ES)","24.03.2021 13:00 - 24.03.2021 14:00 (CET/CEST)","365","n/e","0","0","6405","521","130","0","0","0","","104","1252","3129","0","6095","55","109","10123","291","0","388"
"Spain (ES)","24.03.2021 14:00 - 24.03.2021 15:00 (CET/CEST)","378","n/e","0","0","5665","521","130","0","0","0","","104","1202","3119","0","6092","54","109","10143","296","0","529"
"Spain (ES)","24.03.2021 15:00 - 24.03.2021 16:00 (CET/CEST)","371","n/e","0","0","5469","520","130","0","0","0","","104","1167","2908","0","6090","54","107","9873","289","0","742"
"Spain (ES)","24.03.2021 16:00 - 24.03.2021 17:00 (CET/CEST)","368","n/e","0","0","5636","521","129","0","0","0","","104","1167","3052","0","6088","53","107","8910","305","0","980"
"Spain (ES)","24.03.2021 17:00 - 24.03.2021 18:00 (CET/CEST)","352","n/e","0","0","6469","520","130","0","0","0","","102","1153","4916","0","6089","51","107","7117","306","0","1142"
"Spain (ES)","24.03.2021 18:00 - 24.03.2021 19:00 (CET/CEST)","361","n/e","0","0","7628","491","141","0","0","0","","0","1238","6537","0","6089","51","110","3556","309","0","1295"
"Spain (ES)","24.03.2021 19:00 - 24.03.2021 20:00 (CET/CEST)","353","n/e","0","0","8596","458","148","0","0","0","","0","1340","7769","0","6089","50","110","926","314","0","1485"
"Spain (ES)","24.03.2021 20:00 - 24.03.2021 21:00 (CET/CEST)","359","n/e","0","0","8800","442","153","0","0","0","","0","1388","8163","0","6089","51","112","562","316","0","1856"
"Spain (ES)","24.03.2021 21:00 - 24.03.2021 22:00 (CET/CEST)","349","n/e","0","0","8733","394","154","0","0","0","","0","1316","7592","0","6090","57","110","584","317","0","2146"
"Spain (ES)","24.03.2021 22:00 - 24.03.2021 23:00 (CET/CEST)","344","n/e","0","0","8171","356","142","0","0","0","","16","1299","5963","0","6093","58","110","584","314","0","2673"
"Spain (ES)","24.03.2021 23:00 - 25.03.2021 00:00 (CET/CEST)","337","n/e","0","0","7160","342","130","0","0","0","","104","1213","4522","0","6096","58","112","571","312","0","3262"
"Spain (ES)","25.03.2021 00:00 - 25.03.2021 01:00 (CET/CEST)","336","n/e","0","0","6011","305","119","0","0","0","","291","1188","4477","0","6099","58","110","498","312","0","3410"
"Spain (ES)","25.03.2021 01:00 - 25.03.2021 02:00 (CET/CEST)","340","n/e","0","0","5565","305","119","0","0","0","","302","1166","4034","0","6100","58","111","340","301","0","3430"
"Spain (ES)","25.03.2021 02:00 - 25.03.2021 03:00 (CET/CEST)","339","n/e","0","0","5292","305","112","0","0","0","","302","1140","3440","0","6100","59","110","205","301","0","3528"
"Spain (ES)","25.03.2021 03:00 - 25.03.2021 04:00 (CET/CEST)","336","n/e","0","0","5145","305","105","0","0","0","","316","1142","3535","0","6100","60","109","173","303","0","3368"
"Spain (ES)","25.03.2021 04:00 - 25.03.2021 05:00 (CET/CEST)","338","n/e","0","0","5152","305","111","0","0","0","","496","1146","3530","0","6102","60","110","89","313","0","3225"
